! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id,Name,Latitude,Longitude,Elevation,Physical_Element,DateTime_Report(UTC),Amount,Units,
PGPW1,PIGTAIL PEAK,46.62150,-121.38630,1798 meters,snowdepth,2007-03-01 06,371.348,cm,
MRTW1,MARTEN RIDGE,48.76300,-121.69820,1085 meters,snowdepth,2007-03-01 06,370.840,cm,
SPLW1,SURPRISE LAKES,46.09500,-121.76350,1295 meters,snowdepth,2007-03-01 06,370.332,cm,
STZI1,SCHWEITZER BASIN,48.37430,-116.63920,1856 meters,snowdepth,2007-03-01 06,370.078,cm,
WPS59,WHITE PASS-TOP,46.62000,-121.39000,1801 meters,snowdepth,2007-03-01 06,368.300,cm,
OMWW1,OLALLIE MEADOWS,47.37410,-121.44210,1128 meters,snowdepth,2007-03-01 06,367.284,cm,
MTHO3,MT HOOD TEST SITE,45.32100,-121.71580,1646 meters,snowdepth,2007-03-01 06,361.950,cm,
HWCI1,HOWELL CANYON,42.32110,-113.61560,2432 meters,snowdepth,2007-03-01 06,361.442,cm,
MRSW1,MORSE LAKE,46.90570,-121.48270,1646 meters,snowdepth,2007-03-01 06,356.616,cm,
MHM52_MADIS,MOUNT HOOD MEADOWS - BASE,45.33100,-121.65000,1600 meters,snowdepth,2007-03-01 06,350.520,cm,
MRBW1,JUNE LAKE,46.14800,-122.15480,1018 meters,snowdepth,2007-03-01 06,347.218,cm,
SDMO3,SADDLE MOUNTAIN,45.54480,-123.37320,991 meters,snowdepth,2007-03-01 06,341.884,cm,
MRFO3,MARION FORKS,44.59370,-121.97380,792 meters,snowdepth,2007-03-01 06,336.550,cm,
STS52,STEVENS PASS-SKYLINE EXPRESS CHA,47.74000,-121.11000,1573 meters,snowdepth,2007-03-01 06,335.280,cm,
RROO3,RAILROAD OVERPASS,43.65880,-122.21250,838 meters,snowdepth,2007-03-01 06,330.454,cm,
SHPW1,SHEEP CANYON,46.19320,-122.25450,1228 meters,snowdepth,2007-03-01 06,327.914,cm,
KAYUT,KAYSVILLE,41.03690,-111.95280,1317 meters,snowdepth,2007-03-01 06,326.390,cm,
CRLO3,CRATER LAKE NATIONAL PARK HQ,42.89670,-122.13280,1974 meters,snowdepth,2007-02-28 16,325.120,cm,
PCRW1,PARK CREEK RIDGE,48.44490,-120.91550,1402 meters,snowdepth,2007-03-01 06,322.072,cm,
ISPI1,ISLAND PARK,44.42030,-111.38510,1917 meters,snowdepth,2007-03-01 06,319.278,cm,
ALP31,ALPENTAL-BASE,47.44000,-121.42000,951 meters,snowdepth,2007-03-01 06,314.960,cm,
LELC1,LEAVITT LAKE,38.27600,-119.61180,2865 meters,snowdepth,2007-03-01 06,313.690,cm,
REDO3,RED HILL,45.46430,-121.70430,1341 meters,snowdepth,2007-03-01 06,311.658,cm,
SPTW1,SPIRIT LAKE,46.27000,-122.18000,950 meters,snowdepth,2007-02-28 13,311.150,cm,
APSW1,ALPINE MEADOWS,47.77960,-121.69850,1067 meters,snowdepth,2007-03-01 06,310.642,cm,
BVPW1,BEAVER PASS,48.87930,-121.25570,1103 meters,snowdepth,2007-03-01 06,306.324,cm,
SMPW1,STAMPEDE PASS,47.27450,-121.34160,1177 meters,snowdepth,2007-03-01 06,301.244,cm,
LPSW1,LONE PINE,46.27140,-121.96290,1158 meters,snowdepth,2007-03-01 06,299.466,cm,
SVNW1,STEVENS PASS,47.74650,-121.09250,1241 meters,snowdepth,2007-03-01 06,295.402,cm,
SVCO3,SILVER CREEK,42.95620,-121.18130,1743 meters,snowdepth,2007-03-01 06,295.148,cm,
STP40,STEVENS PASS-SCHMIDT HAUS,47.75000,-121.09000,1219 meters,snowdepth,2007-03-01 00,294.640,cm,
FTMM8,FLATTOP MTN.,48.80240,-113.85720,1920 meters,snowdepth,2007-03-01 05,293.116,cm,
COLI1,COOL CREEK,46.76360,-115.29530,1914 meters,snowdepth,2007-03-01 06,291.592,cm,
ANSO3,ANNIE SPRINGS,42.87010,-122.16520,1835 meters,snowdepth,2007-03-01 06,291.338,cm,
HEMI1,HEMLOCK BUTTE,46.48110,-115.63360,1771 meters,snowdepth,2007-03-01 06,290.322,cm,
MKZO3,MCKENZIE,44.21040,-121.87290,1463 meters,snowdepth,2007-03-01 06,286.004,cm,
STD43_MADIS,STEVENS PASS-DAISY CHAIR,47.74000,-121.09500,1311 meters,snowdepth,2007-03-01 06,284.480,cm,
SNO30,SNOQUALMIE PASS,47.42000,-121.41000,914 meters,snowdepth,2007-03-01 06,284.480,cm,
BRLM8,BARKER LAKES,46.09710,-113.13040,2515 meters,snowdepth,2007-03-01 05,283.718,cm,
DDSI1,DEADWOOD SUMMIT,44.54480,-115.56300,2091 meters,snowdepth,2007-03-01 06,281.432,cm,
SMLO3,SUMMIT LAKE,43.44910,-122.13830,1707 meters,snowdepth,2007-03-01 06,280.924,cm,
WHSW1,WATERHOLE,47.94490,-123.42590,1524 meters,snowdepth,2007-03-01 06,277.368,cm,
CRAI1,CRATER MEADOWS,46.56310,-115.28830,1817 meters,snowdepth,2007-03-01 06,277.368,cm,
HRPW1,HARTS PASS,48.72040,-120.65850,1981 meters,snowdepth,2007-03-01 06,277.114,cm,
GAC,SNOWBIRD - GAD,40.56820,-111.65750,3036 meters,snowdepth,2007-03-01 06,276.860,cm,
SASW1,SASSE RIDGE,47.38490,-121.06330,1280 meters,snowdepth,2007-03-01 06,275.336,cm,
SPMW1,SPENCER MEADOW,46.17970,-121.92650,1036 meters,snowdepth,2007-03-01 06,274.828,cm,
SQWC1,SQUAW VALLEY G.C.,39.19000,-120.26480,2499 meters,snowdepth,2007-03-01 06,274.574,cm,
ILKC1,INDEPENDENCE LAKE,39.42750,-120.31340,2576 meters,snowdepth,2007-03-01 06,270.002,cm,
RXSW1,REX RIVER,47.30200,-121.60480,1219 meters,snowdepth,2007-03-01 06,269.494,cm,
BEDO3,IRISH TAYLOR,43.80350,-121.94850,1676 meters,snowdepth,2007-03-01 06,268.986,cm,
SAWW1,SAWMILL RIDGE,47.15990,-121.42170,1433 meters,snowdepth,2007-03-01 06,268.224,cm,
GTHW4,GRAND TARGHEE SNOTEL,43.77930,-110.92780,2822 meters,snowdepth,2007-03-01 06,266.192,cm,
CPCM8,COPPER CAMP,47.08160,-112.72960,2118 meters,snowdepth,2007-03-01 05,263.144,cm,
TOWC2,TOWER,40.53740,-106.67680,3200 meters,snowdepth,2007-03-01 06,262.128,cm,
CLN,ALTA - COLLINS,40.57630,-111.63830,2945 meters,snowdepth,2007-03-01 01,261.620,cm,
LMDO3,LITTLE MEADOWS,44.61320,-122.22600,1219 meters,snowdepth,2007-03-01 06,258.826,cm,
SVMO3,SEVENMILE MARSH,42.69830,-122.14170,1890 meters,snowdepth,2007-03-01 06,257.048,cm,
RAIW1,RAINY PASS,48.51870,-120.73580,1457 meters,snowdepth,2007-03-01 06,257.048,cm,
SECO3,SEINE CREEK,45.52580,-123.29670,610 meters,snowdepth,2007-03-01 06,255.524,cm,
HOOM8,HOODOO BASIN,46.97500,-115.03490,1844 meters,snowdepth,2007-03-01 05,254.000,cm,
PTHW1,POTATO HILL,46.34920,-121.51430,1372 meters,snowdepth,2007-03-01 04,253.238,cm,
ELBI1,ELK BUTTE,46.84000,-116.12230,1734 meters,snowdepth,2007-03-01 06,248.920,cm,
WCSW1,WELLS CREEK,48.86610,-121.78980,1280 meters,snowdepth,2007-03-01 06,248.412,cm,
SOSC2,SCHOFIELD PASS,39.01520,-107.04880,3261 meters,snowdepth,2007-03-01 06,247.904,cm,
HDLI1,HIDDEN LAKE,48.89370,-116.75750,1536 meters,snowdepth,2007-03-01 05,247.650,cm,
TWLM8,TWIN LAKES,46.14260,-114.50540,1951 meters,snowdepth,2007-03-01 05,246.888,cm,
MSPM8,MOSS PEAK,47.68490,-113.96230,2067 meters,snowdepth,2007-03-01 04,245.872,cm,
FSHM8,FISHER CREEK,45.06230,-109.94490,2774 meters,snowdepth,2007-03-01 05,245.872,cm,
TRMI1,TRINITY MTN.,43.62900,-115.43820,2368 meters,snowdepth,2007-03-01 06,241.808,cm,
FDCC1,FORESTDALE CREEK,38.68250,-119.95970,2447 meters,snowdepth,2007-03-01 06,240.538,cm,
NOIM8,NOISY BASIN,48.15670,-113.94620,1841 meters,snowdepth,2007-02-28 19,240.284,cm,
GLSH_MADIS,TRUCKEE - GLENSHIRE ES,39.36250,-120.09970,1829 meters,snowdepth,2007-03-01 06,239.268,cm,
GOV50_MADIS,GOVERNMENT CAMP - TOP,45.28800,-121.78100,1524 meters,snowdepth,2007-03-01 06,238.760,cm,
GRCW1,GROUSE CAMP,47.28110,-120.48770,1640 meters,snowdepth,2007-03-01 06,235.966,cm,
PMNM8,POORMAN CREEK,48.12670,-115.62330,1554 meters,snowdepth,2007-02-28 13,235.712,cm,
BKSI1,BIG CREEK SUMMIT,44.62640,-115.79370,2006 meters,snowdepth,2007-03-01 06,234.696,cm,
ATAU1,ALTA,40.59060,-111.63690,2661 meters,snowdepth,2007-02-28 12,233.680,cm,
TYBO3,TAYLOR BUTTE,42.69110,-121.42610,1554 meters,snowdepth,2007-03-01 06,233.172,cm,
WRDC1,WARD CREEK #3,39.13560,-120.21760,2057 meters,snowdepth,2007-03-01 06,232.156,cm,
BLAO3,BLAZED ALDER,45.42870,-121.85650,1113 meters,snowdepth,2007-03-01 06,231.648,cm,
MTH05_MADIS,MAMMOTH SESAME SNOW SUDY PLOT,37.64977,-119.04170,2759 meters,snowdepth,2007-03-01 06,230.378,cm,
CSCO3,COLD SPRINGS CAMP,42.53310,-122.17680,1859 meters,snowdepth,2007-03-01 06,230.378,cm,
MRSN2,MT ROSE SKI AREA,39.31570,-119.89470,2697 meters,snowdepth,2007-03-01 06,229.362,cm,
MTCW1,MOUNT CRAG,47.76410,-123.02600,1234 meters,snowdepth,2007-03-01 06,228.854,cm,
DWDI1,DEADWOOD LODGE,44.46220,-115.58170,1813 meters,snowdepth,2007-02-28 18,228.600,cm,
WHEI1,WHITE ELEPHANT,44.53270,-111.41090,2350 meters,snowdepth,2007-03-01 06,226.060,cm,
NFJM8,NORTH FORK JOCKO,47.27260,-113.75620,1929 meters,snowdepth,2007-03-01 05,225.552,cm,
MPSW1,MEADOWS PASS,47.28310,-121.47200,1067 meters,snowdepth,2007-03-01 06,225.552,cm,
STAM8,STAHL PEAK,48.90900,-114.86300,1838 meters,snowdepth,2007-03-01 05,223.774,cm,
WSAC2,SKI AREA,37.48330,-106.79060,3243 meters,snowdepth,2007-02-28 14,223.520,cm,
STTM8,STUART MOUNTAIN,46.99510,-113.92660,2256 meters,snowdepth,2007-03-01 05,222.758,cm,
FISW1,FISH LAKE,47.53570,-121.08550,1027 meters,snowdepth,2007-03-01 06,221.742,cm,
FRLO3,FOURMILE LAKE,42.43930,-122.22880,1829 meters,snowdepth,2007-03-01 06,221.488,cm,
FCKO3,FISH CREEK,42.71050,-118.62640,2408 meters,snowdepth,2007-03-01 06,220.980,cm,
MRKI1,MORES CREEK SUMMIT,43.93200,-115.66590,1859 meters,snowdepth,2007-03-01 05,218.948,cm,
ECOC1,ECHO PEAK,38.84900,-120.07850,2377 meters,snowdepth,2007-03-01 06,217.170,cm,
TGLU1,TONY GROVE LAKE,41.89840,-111.62960,2560 meters,snowdepth,2007-03-01 06,216.662,cm,
LWSW4,LEWIS LAKE DIVIDE,44.20860,-110.66630,2393 meters,snowdepth,2007-03-01 05,215.392,cm,
PKC,PARK CITY - JUPITER,40.61350,-111.53950,2835 meters,snowdepth,2007-03-01 06,214.884,cm,
DHLM8,DARKHORSE LAKE,45.17370,-113.58450,2652 meters,snowdepth,2007-03-01 05,214.376,cm,
SCSI1,SECESH SUMMIT,45.18850,-115.97310,1987 meters,snowdepth,2007-03-01 06,212.852,cm,
DMLC1,DISMAL SWAMP,41.99130,-120.18030,2134 meters,snowdepth,2007-03-01 06,212.090,cm,
ONION_MADIS,ONION CREEK,39.27444,-120.35580,1882 meters,snowdepth,2007-03-01 06,211.836,cm,
OLDW4,OLD BATTLE,41.15400,-106.96940,3024 meters,snowdepth,2007-02-28 08,211.582,cm,
THBW1,THUNDER BASIN,48.52780,-120.98980,1280 meters,snowdepth,2007-03-01 06,210.820,cm,
SNBU1,SNOWBIRD SKI RESORT,40.58330,-111.66670,2642 meters,snowdepth,2007-02-28 12,210.820,cm,
HOPO3,HOGG PASS,44.42040,-121.85660,1451 meters,snowdepth,2007-03-01 06,209.550,cm,
JKPI1,JACKSON PEAK,44.05090,-115.44320,2155 meters,snowdepth,2007-03-01 06,208.788,cm,
LKTI1,LOOKOUT,47.45790,-115.70580,1567 meters,snowdepth,2007-03-01 06,207.518,cm,
GRLW1,GREEN LAKE,46.54740,-121.17090,1829 meters,snowdepth,2007-03-01 06,207.518,cm,
MSCAS_MADIS,CASTLE LAKE,41.23806,-122.36920,1789 meters,snowdepth,2007-03-01 06,206.502,cm,
SBDU1,SNOWBIRD,40.56400,-111.65500,2938 meters,snowdepth,2007-03-01 06,204.978,cm,
NFCW4,NORTH FRENCH CREEK,41.33080,-106.37560,3088 meters,snowdepth,2007-03-01 06,204.978,cm,
ALPHA_MADIS,ALPHA,38.80389,-120.21580,2334 meters,snowdepth,2007-03-01 06,204.724,cm,
ATAI1,ATLANTA SUMMIT,43.75690,-115.23910,2310 meters,snowdepth,2007-03-01 06,204.216,cm,
RCPC2,RIPPLE CREEK,40.10810,-107.29410,3152 meters,snowdepth,2007-02-28 08,203.962,cm,
MUDO3,MUD RIDGE,45.25370,-121.73660,1158 meters,snowdepth,2007-03-01 06,203.708,cm,
JHR,JACKSON HOLE-RAYMER,43.60000,-110.85000,2853 meters,snowdepth,2007-03-01 06,203.200,cm,
BOGI1,BOGUS BASIN,43.76380,-116.09690,1932 meters,snowdepth,2007-03-01 06,202.184,cm,
HAWM8,HAWKINS LAKE,48.97240,-115.95330,1966 meters,snowdepth,2007-03-01 05,200.914,cm,
SNLW4,SAND LAKE,41.46260,-106.28110,3063 meters,snowdepth,2007-03-01 06,199.898,cm,
BRMO3,BIG RED MOUNTAIN,42.05260,-122.85490,1905 meters,snowdepth,2007-03-01 06,199.898,cm,
WCSC2,WOLF CREEK SUMMIT,37.47920,-106.80170,3353 meters,snowdepth,2007-02-28 20,199.136,cm,
BRRI1,BRUNDAGE RESERVOIR,45.04320,-116.13250,1920 meters,snowdepth,2007-03-01 06,198.628,cm,
SCHO3,SCHNEIDER MEADOWS,45.00110,-117.16520,1646 meters,snowdepth,2007-03-01 06,198.120,cm,
LKIC2,LAKE IRENE,40.41430,-105.81980,3261 meters,snowdepth,2007-03-01 06,196.088,cm,
RORO3,ROARING RIVER,43.90120,-122.03070,1494 meters,snowdepth,2007-03-01 06,195.580,cm,
BBSBT,BLIND BULL SUMMIT,42.97011,-110.61925,2743 meters,snowdepth,2007-03-01 06,195.580,cm,
BASI1,BANNER SUMMIT,44.30340,-115.23450,2146 meters,snowdepth,2007-03-01 06,195.580,cm,
BADM8,BADGER PASS,48.13090,-113.02320,2103 meters,snowdepth,2007-03-01 05,195.326,cm,
SQFI1,SQUAW FLAT,44.77080,-116.24860,1902 meters,snowdepth,2007-03-01 06,194.564,cm,
VNNI1,VIENNA MINE,43.79940,-114.85270,2731 meters,snowdepth,2007-03-01 06,194.310,cm,
WPKW4,WHISKEY PARK,41.00290,-106.90850,2728 meters,snowdepth,2007-02-28 08,194.056,cm,
SWNO3,SWAN LAKE MTN,42.40806,-121.74083,2073 meters,snowdepth,2007-02-28 23,193.548,cm,
CUMC2,CUMBRES TRESTLE,37.01880,-106.45180,3054 meters,snowdepth,2007-03-01 06,193.294,cm,
MCKI1,MICA CREEK,47.15080,-116.26690,1448 meters,snowdepth,2007-03-01 05,192.532,cm,
CHRO3,CHARLOTTE RIDGE,43.66920,-123.94360,372 meters,snowdepth,2007-03-01 06,192.278,cm,
FBNI1,FRANKLIN BASIN,42.05070,-111.60200,2490 meters,snowdepth,2007-03-01 05,191.008,cm,
YCTIM_MADIS,YELLOWSTONE CLUB - TIMBERLINE,45.23250,-111.44660,2865 meters,snowdepth,2007-03-01 06,190.500,cm,
MSAC2,MESA SPOTTER,39.11330,-108.14330,2044 meters,snowdepth,2007-02-28 14,190.500,cm,
SUGAR_MADIS,SUGAR BOWL SKI,39.30333,-120.34080,2126 meters,snowdepth,2007-03-01 06,190.246,cm,
EBTC1,EBBETTS PASS,38.54960,-119.80470,2652 meters,snowdepth,2007-03-01 06,189.992,cm,
CASWP_MADIS,"CSAS, SWAMP ANGEL, SAN JUAN CTY",37.90694,-107.71140,3368 meters,snowdepth,2007-03-01 06,188.900,cm,
MSMED_MADIS,MT. EDDY,41.33556,-122.43330,1984 meters,snowdepth,2007-03-01 06,188.214,cm,
LPSI1,LOLO PASS,46.63450,-114.58070,1597 meters,snowdepth,2007-03-01 06,187.198,cm,
NFRO3,NORTH FORK,45.55050,-122.00310,951 meters,snowdepth,2007-03-01 06,185.928,cm,
RESC2,RABBIT EARS,40.36780,-106.74040,2865 meters,snowdepth,2007-03-01 06,185.674,cm,
CRRM8,CARROT BASIN,44.96190,-111.29400,2743 meters,snowdepth,2007-03-01 05,185.674,cm,
TOHW1,TOUCHET,46.11870,-117.85050,1686 meters,snowdepth,2007-03-01 06,185.420,cm,
QUPW1,QUARTZ PEAK,47.87930,-117.08940,1433 meters,snowdepth,2007-03-01 06,184.404,cm,
LOPU1,LOOKOUT PEAK,40.83730,-111.70920,2499 meters,snowdepth,2007-03-01 06,184.404,cm,
HLMO3,HOLLAND MEADOWS,43.66920,-122.56890,1496 meters,snowdepth,2007-03-01 06,183.642,cm,
BCDO3,BILLIE CREEK DIVIDE,42.40720,-122.26620,1615 meters,snowdepth,2007-03-01 06,183.388,cm,
BHDU1,BRIAN HEAD SKI PATROL OFFICE,37.69330,-112.84690,2978 meters,snowdepth,2007-03-01 00,182.880,cm,
SDMM8,SADDLE MTN.,45.69260,-113.96820,2408 meters,snowdepth,2007-03-01 05,182.372,cm,
KUSW1,SKOOKUM CREEK,47.68450,-121.60950,1195 meters,snowdepth,2007-03-01 06,182.118,cm,
MPLM8,MADISON PLATEAU,44.58620,-111.11630,2362 meters,snowdepth,2007-03-01 05,181.356,cm,
CHCU1,CHALK CREEK #1,40.85460,-111.04780,2774 meters,snowdepth,2007-03-01 06,180.340,cm,
EVNW4,EVENING STAR SNOTEL,44.65260,-109.78420,2804 meters,snowdepth,2007-03-01 05,179.832,cm,
ZIRC2,ZIRKEL,40.79490,-106.59540,2847 meters,snowdepth,2007-03-01 06,179.324,cm,
BBALP_MADIS,BRIDGER BOWL - ALPINE,45.82520,-110.92300,2286 meters,snowdepth,2007-03-01 06,178.308,cm,
MMNV1,MT. MANSFIELD,44.53330,-72.81670,1204 meters,snowdepth,2007-02-28 21,177.800,cm,
JHMWY,JACKSON HOLE-MID MT,43.59000,-110.84000,2493 meters,snowdepth,2007-03-01 06,177.800,cm,
LOTC2,LOST DOG,40.81590,-106.74840,2845 meters,snowdepth,2007-03-01 06,177.292,cm,
BLSC2,BISON LAKE,39.76490,-107.35680,3316 meters,snowdepth,2007-03-01 06,177.292,cm,
SHAI1,SHANGHI SUMMIT,46.56610,-115.74190,1393 meters,snowdepth,2007-03-01 06,177.038,cm,
KGVAL_MADIS,KINGVALE - DONNER TRAIL ES,39.31583,-120.45560,1899 meters,snowdepth,2007-03-01 06,176.276,cm,
PCRU1,PARRISH CREEK,40.93420,-111.81370,2359 meters,snowdepth,2007-03-01 06,175.768,cm,
CMBC2,COLUMBUS BASIN,37.44150,-108.02440,3287 meters,snowdepth,2007-03-01 06,175.768,cm,
BBSW4,BLIND BULL SUMMIT SNOTEL,42.96400,-110.60970,2713 meters,snowdepth,2007-03-01 06,175.768,cm,
USJC2,UPPER SAN JUAN,37.48580,-106.83530,3088 meters,snowdepth,2007-02-28 08,175.514,cm,
JWRC2,JOE WRIGHT,40.53210,-105.88700,3085 meters,snowdepth,2007-03-01 06,175.514,cm,
PRVC2,PARK RESERVOIR,39.04640,-107.87410,3036 meters,snowdepth,2007-03-01 06,174.752,cm,
