! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id,Name,Latitude,Longitude,Elevation,Physical_Element,DateTime_Report(UTC),Amount,Units,
LYLW1,LYMAN LAKE,48.19070,-120.91900,1986 meters,snowdepth,2008-03-01 06,342.392,cm,
SPLW1,SURPRISE LAKES,46.09500,-121.76350,1310 meters,snowdepth,2008-03-01 06,338.582,cm,
MRTW1,MARTEN RIDGE,48.76300,-121.69820,1082 meters,snowdepth,2008-03-01 06,336.042,cm,
MIRW1,MINERS RIDGE,48.20180,-120.95620,1852 meters,snowdepth,2008-03-01 06,331.978,cm,
MRBW1,JUNE LAKE,46.14800,-122.15480,1065 meters,snowdepth,2008-03-01 03,331.216,cm,
MRSW1,MORSE LAKE,46.90570,-121.48270,1650 meters,snowdepth,2008-03-01 06,328.168,cm,
USJC2,UPPER SAN JUAN,37.48580,-106.83530,3097 meters,snowdepth,2008-02-29 08,325.374,cm,
SHPW1,SHEEP CANYON,46.19320,-122.25450,1221 meters,snowdepth,2008-03-01 06,322.834,cm,
CRAI1,CRATER MEADOWS,46.56310,-115.28830,1814 meters,snowdepth,2008-03-01 06,322.580,cm,
FTMM8,FLATTOP MTN.,48.80240,-113.85720,1915 meters,snowdepth,2008-03-01 05,322.326,cm,
WCSC2,WOLF CREEK SUMMIT,37.47920,-106.80170,3363 meters,snowdepth,2008-03-01 02,314.452,cm,
HEMI1,HEMLOCK BUTTE,46.48110,-115.63360,1772 meters,snowdepth,2008-03-01 06,313.436,cm,
CPCM8,COPPER CAMP,47.08160,-112.72960,2131 meters,snowdepth,2008-03-01 05,312.166,cm,
LMDO3,LITTLE MEADOWS,44.61320,-122.22600,1230 meters,snowdepth,2008-03-01 06,311.912,cm,
LPSW1,LONE PINE,46.27140,-121.96290,1222 meters,snowdepth,2008-03-01 06,310.642,cm,
TUGA2,TURNAGAIN PASS,60.78040,-149.18330,-9999 meters,snowdepth,2008-03-01 06,309.880,cm,
BRC_MADIS,BRIGHTON CREST,40.58725,-111.57680,-9999 meters,snowdepth,2008-03-01 06,308.356,cm,
CUMC2,CUMBRES TRESTLE,37.01880,-106.45180,3054 meters,snowdepth,2008-02-29 08,306.070,cm,
RXSW1,REX RIVER,47.30200,-121.60480,1151 meters,snowdepth,2008-03-01 06,301.752,cm,
MTH05_MADIS,MAMMOTH SESAME SNOW SUDY PLOT,37.64977,-119.04170,2754 meters,snowdepth,2008-03-01 06,299.974,cm,
ALP31,ALPENTAL-BASE,47.44000,-121.42000,908 meters,snowdepth,2008-03-01 06,299.720,cm,
SMPW1,STAMPEDE PASS,47.27450,-121.34160,1187 meters,snowdepth,2008-03-01 05,297.942,cm,
ELBI1,ELK BUTTE,46.84000,-116.12230,1731 meters,snowdepth,2008-03-01 05,295.148,cm,
NFRO3,NORTH FORK,45.55050,-122.00310,944 meters,snowdepth,2008-03-01 06,294.894,cm,
SOSC2,SCHOFIELD PASS,39.01520,-107.04880,3266 meters,snowdepth,2008-03-01 06,294.640,cm,
SPMW1,SPENCER MEADOW,46.17970,-121.92650,1043 meters,snowdepth,2008-03-01 06,293.878,cm,
PCRW1,PARK CREEK RIDGE,48.44490,-120.91550,1411 meters,snowdepth,2008-03-01 06,292.862,cm,
WHSW1,WATERHOLE,47.94490,-123.42590,1526 meters,snowdepth,2008-03-01 06,291.846,cm,
DDSI1,DEADWOOD SUMMIT,44.54480,-115.56300,2091 meters,snowdepth,2008-03-01 06,290.068,cm,
FSHM8,FISHER CREEK,45.06230,-109.94490,2784 meters,snowdepth,2008-03-01 05,287.782,cm,
BLBM8,BLACK BEAR,44.50830,-111.12800,2492 meters,snowdepth,2008-03-01 05,287.274,cm,
SBDU1,SNOWBIRD,40.56400,-111.65500,2942 meters,snowdepth,2008-03-01 06,284.988,cm,
GTHW4,GRAND TARGHEE SNOTEL,43.77930,-110.92780,2825 meters,snowdepth,2008-03-01 06,283.464,cm,
TWLM8,TWIN LAKES,46.14260,-114.50540,1955 meters,snowdepth,2008-03-01 05,282.956,cm,
PMNM8,POORMAN CREEK,48.12670,-115.62330,1547 meters,snowdepth,2008-03-01 04,280.924,cm,
STP40,STEVENS PASS-SCHMIDT HAUS,47.75000,-121.09000,1321 meters,snowdepth,2008-03-01 05,279.400,cm,
SCWI1,SCHWEITZER SADDLE,48.37440,-116.63850,1857 meters,snowdepth,2008-03-01 06,276.098,cm,
BEDO3,IRISH TAYLOR,43.80350,-121.94850,1690 meters,snowdepth,2008-03-01 06,272.796,cm,
SNO30,SNOQUALMIE PASS,47.42000,-121.41000,912 meters,snowdepth,2008-03-01 06,271.780,cm,
CRLO3,CRATER LAKE NATIONAL PARK HQ,42.89670,-122.13280,1986 meters,snowdepth,2008-02-29 16,271.780,cm,
SMLO3,SUMMIT LAKE,43.44910,-122.13830,1720 meters,snowdepth,2008-03-01 06,271.018,cm,
KUSW1,SKOOKUM CREEK,47.68450,-121.60950,1020 meters,snowdepth,2008-03-01 06,271.018,cm,
MLKO3_MADIS,MILK SHAKES,45.98000,-117.95000,-9999 meters,snowdepth,2008-02-29 20,269.748,cm,
ATAU1,ALTA,40.59060,-111.63690,2647 meters,snowdepth,2008-03-01 01,269.240,cm,
MPSW1,MEADOWS PASS,47.28310,-121.47200,975 meters,snowdepth,2008-03-01 06,267.462,cm,
CSTO3,CASCADE SUMMIT,43.59050,-122.06010,1558 meters,snowdepth,2008-03-01 06,265.430,cm,
RORO3,ROARING RIVER,43.90120,-122.03070,1514 meters,snowdepth,2008-03-01 06,263.144,cm,
PKC,PARK CITY - JUPITER,40.61350,-111.53950,3008 meters,snowdepth,2008-03-01 06,262.890,cm,
CMBC2,COLUMBUS BASIN,37.44150,-108.02440,3300 meters,snowdepth,2008-03-01 06,261.620,cm,
ANSO3,ANNIE SPRINGS,42.87010,-122.16520,1838 meters,snowdepth,2008-03-01 06,261.112,cm,
HOPO3,HOGG PASS,44.42040,-121.85660,1466 meters,snowdepth,2008-03-01 06,260.350,cm,
PTHW1,POTATO HILL,46.34920,-121.51430,1371 meters,snowdepth,2008-03-01 06,258.064,cm,
BLPU1,BEN LOMOND PEAK,41.37600,-111.94410,2350 meters,snowdepth,2008-03-01 06,257.810,cm,
BVPW1,BEAVER PASS,48.87930,-121.25570,1113 meters,snowdepth,2008-03-01 06,255.016,cm,
BLAO3,BLAZED ALDER,45.42870,-121.85650,1128 meters,snowdepth,2008-03-01 06,253.492,cm,
MUDO3,MUD RIDGE,45.25370,-121.73660,1250 meters,snowdepth,2008-03-01 06,253.238,cm,
TRMI1,TRINITY MTN.,43.62900,-115.43820,2382 meters,snowdepth,2008-03-01 06,250.444,cm,
PRVC2,PARK RESERVOIR,39.04640,-107.87410,3033 meters,snowdepth,2008-03-01 06,250.444,cm,
LAKW1,LYNN LAKE,47.20170,-121.77970,1196 meters,snowdepth,2008-03-01 06,250.444,cm,
STAM8,STAHL PEAK,48.90900,-114.86300,1854 meters,snowdepth,2008-02-29 14,247.904,cm,
MRSN2,MT ROSE SKI AREA,39.31570,-119.89470,2688 meters,snowdepth,2008-03-01 06,247.396,cm,
CSSC1,CSS LAB,39.32570,-120.36810,2103 meters,snowdepth,2008-03-01 06,246.888,cm,
NOIM8,NOISY BASIN,48.15670,-113.94620,1859 meters,snowdepth,2008-03-01 04,244.348,cm,
SCHO3,SCHNEIDER MEADOWS,45.00110,-117.16520,1653 meters,snowdepth,2008-03-01 06,243.332,cm,
NFJM8,NORTH FORK JOCKO,47.27260,-113.75620,1864 meters,snowdepth,2008-03-01 05,242.316,cm,
FMNU1,FARMINGTON,40.97480,-111.80930,2415 meters,snowdepth,2008-03-01 06,242.062,cm,
LPSI1,LOLO PASS,46.63450,-114.58070,1621 meters,snowdepth,2008-03-01 06,241.554,cm,
TEM21,MICHIGAN CREEK,39.43000,-105.92000,3457 meters,snowdepth,2008-03-01 06,241.300,cm,
RAIW1,RAINY PASS,48.51870,-120.73580,1505 meters,snowdepth,2008-03-01 06,241.300,cm,
ILKC1,INDEPENDENCE LAKE,39.42750,-120.31340,2549 meters,snowdepth,2008-03-01 06,237.998,cm,
XSCA3,SNOWSLIDE CANYON,35.34160,-111.65060,2983 meters,snowdepth,2008-03-01 06,236.474,cm,
CASWP_MADIS,"CSAS, SWAMP ANGEL, SAN JUAN CTY",37.90694,-107.71140,3377 meters,snowdepth,2008-03-01 06,236.398,cm,
YESA2,MT ALYESKA,60.95980,-149.08600,-9999 meters,snowdepth,2008-02-29 08,236.220,cm,
MSAC2,MESA SPOTTER,39.11330,-108.14330,2044 meters,snowdepth,2008-02-29 14,236.220,cm,
COPW1,CORRAL PASS,47.01850,-121.46500,1772 meters,snowdepth,2008-03-01 06,235.458,cm,
LDGC1,LODGEPOLE,36.60440,-118.73250,2051 meters,snowdepth,2008-03-01 06,233.680,cm,
HLMO3,HOLLAND MEADOWS,43.66920,-122.56890,1496 meters,snowdepth,2008-03-01 06,231.902,cm,
SASW1,SASSE RIDGE,47.38490,-121.06330,1328 meters,snowdepth,2008-03-01 06,229.108,cm,
SVMO3,SEVENMILE MARSH,42.69830,-122.14170,1746 meters,snowdepth,2008-03-01 06,228.600,cm,
SNBU1,SNOWBIRD SKI RESORT,40.58330,-111.66670,2642 meters,snowdepth,2008-02-29 12,228.600,cm,
JHR,JACKSON HOLE-RAYMER,43.60000,-110.85000,2617 meters,snowdepth,2008-03-01 06,228.600,cm,
GRVA2,GRANDVIEW,60.60830,-149.06310,-9999 meters,snowdepth,2008-03-01 04,228.600,cm,
WRDC1,WARD CREEK #3,39.13560,-120.21760,2069 meters,snowdepth,2008-03-01 06,228.092,cm,
HRPW1,HARTS PASS,48.72040,-120.65850,1982 meters,snowdepth,2008-03-01 06,228.092,cm,
BRRI1,BRUNDAGE RESERVOIR,45.04320,-116.13250,1925 meters,snowdepth,2008-03-01 06,227.838,cm,
OLDW4,OLD BATTLE,41.15400,-106.96940,3021 meters,snowdepth,2008-03-01 06,226.822,cm,
BADM8,BADGER PASS,48.13090,-113.02320,2092 meters,snowdepth,2008-03-01 05,226.568,cm,
LKTI1,LOOKOUT,47.45790,-115.70580,1571 meters,snowdepth,2008-03-01 06,226.060,cm,
TGLU1,TONY GROVE LAKE,41.89840,-111.62960,2579 meters,snowdepth,2008-03-01 06,225.806,cm,
FDCC1,FORESTDALE CREEK,38.68250,-119.95970,2454 meters,snowdepth,2008-03-01 06,224.790,cm,
SCSI1,SECESH SUMMIT,45.18850,-115.97310,1977 meters,snowdepth,2008-03-01 06,224.536,cm,
CSSL_MADIS,CENTRAL SIERRA SNOW LAB,39.32556,-120.36670,2128 meters,snowdepth,2008-03-01 06,224.282,cm,
RMPC2,RED MOUNTAIN PASS,37.89180,-107.71340,3381 meters,snowdepth,2008-03-01 06,223.774,cm,
WAP55_MADIS,WASHINGTON PASS,48.52770,-120.65000,1719 meters,snowdepth,2008-03-01 06,223.520,cm,
ALPHA_MADIS,ALPHA,38.80389,-120.21580,2325 meters,snowdepth,2008-03-01 06,223.520,cm,
TOPW4,TWO OCEAN PLATEAU SNOTEL,44.15180,-110.22120,2829 meters,snowdepth,2008-03-01 06,223.012,cm,
SVPI1,SAVAGE PASS,46.46630,-114.63330,1891 meters,snowdepth,2008-03-01 06,222.758,cm,
SNI,SNOWBASIN-MID. BOWL,41.19950,-111.85900,2316 meters,snowdepth,2008-02-29 21,222.758,cm,
MTCW1,MOUNT CRAG,47.76410,-123.02600,1203 meters,snowdepth,2008-03-01 06,222.250,cm,
VNNI1,VIENNA MINE,43.79940,-114.85270,2727 meters,snowdepth,2008-03-01 06,221.996,cm,
GRSW4,GRASSY LAKE,44.12610,-110.83440,2239 meters,snowdepth,2008-03-01 06,221.742,cm,
CRRM8,CARROT BASIN,44.96190,-111.29400,2803 meters,snowdepth,2008-03-01 05,221.742,cm,
WCSW1,WELLS CREEK,48.86610,-121.78980,1231 meters,snowdepth,2008-03-01 03,220.980,cm,
MMNV1,MT. MANSFIELD,44.53330,-72.81670,1201 meters,snowdepth,2008-02-29 21,220.980,cm,
JHMWY,JACKSON HOLE-MID MT,43.59000,-110.84000,2078 meters,snowdepth,2008-03-01 06,220.980,cm,
DHLM8,DARKHORSE LAKE,45.17370,-113.58450,2726 meters,snowdepth,2008-03-01 05,220.980,cm,
FISW1,FISH LAKE,47.53570,-121.08550,1063 meters,snowdepth,2008-03-01 06,220.726,cm,
BMPW1,BUMPING RIDGE,46.81000,-121.33060,1428 meters,snowdepth,2008-03-01 03,220.726,cm,
ECOC1,ECHO PEAK,38.84900,-120.07850,2332 meters,snowdepth,2008-03-01 06,220.218,cm,
DALO3,DALY LAKE,44.52200,-122.08730,1110 meters,snowdepth,2008-03-01 06,220.218,cm,
BKSI1,BIG CREEK SUMMIT,44.62640,-115.79370,2005 meters,snowdepth,2008-03-01 06,220.218,cm,
TOHW1,TOUCHET,46.11870,-117.85050,1688 meters,snowdepth,2008-03-01 06,219.710,cm,
YCTIM_MADIS,YELLOWSTONE CLUB - TIMBERLINE,45.23250,-111.44660,2852 meters,snowdepth,2008-03-01 06,219.456,cm,
GLSH_MADIS,TRUCKEE - GLENSHIRE ES,39.36250,-120.09970,1808 meters,snowdepth,2008-03-01 06,219.456,cm,
WPKW4,WHISKEY PARK,41.00290,-106.90850,2742 meters,snowdepth,2008-03-01 06,217.932,cm,
SQWC1,SQUAW VALLEY G.C.,39.19000,-120.26480,2427 meters,snowdepth,2008-03-01 06,217.170,cm,
EVNW4,EVENING STAR SNOTEL,44.65260,-109.78420,2764 meters,snowdepth,2008-03-01 05,216.662,cm,
HDLI1,HIDDEN LAKE,48.89370,-116.75750,1525 meters,snowdepth,2008-03-01 06,213.868,cm,
STTM8,STUART MOUNTAIN,46.99510,-113.92660,2215 meters,snowdepth,2008-03-01 05,212.852,cm,
MDVU1,MIDWAY VALLEY,37.56920,-112.83780,3012 meters,snowdepth,2008-03-01 06,212.598,cm,
HIRO3,HIGH RIDGE,45.69680,-118.10660,1501 meters,snowdepth,2008-03-01 06,212.344,cm,
PCT,PARK CITY - SUMMIT,40.62500,-111.53000,2807 meters,snowdepth,2008-03-01 06,211.582,cm,
THCU1,THAYNES CANYON,40.62360,-111.53320,2824 meters,snowdepth,2008-03-01 06,211.074,cm,
MLSC2,MOLAS LAKE,37.74930,-107.68870,3251 meters,snowdepth,2008-02-29 08,210.820,cm,
NFCW4,NORTH FRENCH CREEK,41.33080,-106.37560,3093 meters,snowdepth,2008-03-01 06,210.312,cm,
MSPM8,MOSS PEAK,47.68490,-113.96230,2061 meters,snowdepth,2008-03-01 04,210.312,cm,
BLSC2,BISON LAKE,39.76490,-107.35680,3339 meters,snowdepth,2008-03-01 06,210.312,cm,
SKZC2,SHARKSTOOTH,37.50360,-108.11370,3285 meters,snowdepth,2008-03-01 06,210.058,cm,
ATAI1,ATLANTA SUMMIT,43.75690,-115.23910,2308 meters,snowdepth,2008-03-01 06,210.058,cm,
LWSW4,LEWIS LAKE DIVIDE,44.20860,-110.66630,2402 meters,snowdepth,2008-03-01 06,208.788,cm,
VALC2,VALLECITO,37.48510,-107.50680,3272 meters,snowdepth,2008-03-01 06,208.534,cm,
DWDI1,DEADWOOD LODGE,44.46220,-115.58170,1723 meters,snowdepth,2008-02-29 18,208.280,cm,
THBW1,THUNDER BASIN,48.52780,-120.98980,1307 meters,snowdepth,2008-03-01 06,207.772,cm,
PHBW4,PHILLIPS BENCH,43.51950,-110.91100,2464 meters,snowdepth,2008-03-01 06,207.010,cm,
MCKI1,MICA CREEK,47.15080,-116.26690,1389 meters,snowdepth,2008-03-01 06,206.248,cm,
FRLO3,FOURMILE LAKE,42.43930,-122.22880,1829 meters,snowdepth,2008-03-01 06,205.740,cm,
BLU,BLUE CANYON,39.27750,-120.71030,1611 meters,snowdepth,2008-03-01 06,205.740,cm,
ZIRC2,ZIRKEL,40.79490,-106.59540,2855 meters,snowdepth,2008-03-01 06,205.486,cm,
SDMM8,SADDLE MTN.,45.69260,-113.96820,2407 meters,snowdepth,2008-03-01 05,205.232,cm,
BRTC2,BEARTOWN,37.71410,-107.51210,3535 meters,snowdepth,2008-03-01 06,204.724,cm,
WHTM8,WHITE MILL,45.04580,-109.90990,2666 meters,snowdepth,2008-03-01 05,204.470,cm,
SHAI1,SHANGHI SUMMIT,46.56610,-115.74190,1405 meters,snowdepth,2008-03-01 06,203.708,cm,
MRKI1,MORES CREEK SUMMIT,43.93200,-115.66590,1863 meters,snowdepth,2008-03-01 06,203.708,cm,
EBTC1,EBBETTS PASS,38.54960,-119.80470,2643 meters,snowdepth,2008-03-01 06,203.708,cm,
HPWN5,HOPEWELL,36.71630,-106.26350,3081 meters,snowdepth,2008-03-01 06,202.946,cm,
STPC2,STUMP LAKES,37.47620,-107.63300,3437 meters,snowdepth,2008-02-29 08,202.184,cm,
UDDU1,USU DOC DANIEL,41.90040,-111.50980,2480 meters,snowdepth,2008-02-29 07,201.930,cm,
BLTW4,BEARTOOTH LAKE SNOTEL,44.94300,-109.56750,2859 meters,snowdepth,2008-03-01 05,201.168,cm,
SCYC2,SOUTH COLONY,37.96810,-105.53790,3348 meters,snowdepth,2008-02-29 08,200.914,cm,
LOPU1,LOOKOUT PEAK,40.83730,-111.70920,2490 meters,snowdepth,2008-03-01 06,200.914,cm,
ANRO3,ANEROID LAKE #2,45.21370,-117.19270,2265 meters,snowdepth,2008-03-01 06,200.914,cm,
GOVO3,"GOVERNMENT CAMP,OR",45.30140,-121.74110,1223 meters,snowdepth,2008-02-29 17,200.660,cm,
0686C_MADIS,"CRESTED BUTTE 6.2 N, CO",38.96030,-106.99080,2912 meters,snowdepth,2008-02-29 13,199.390,cm,
RCPC2,RIPPLE CREEK,40.10810,-107.29410,3155 meters,snowdepth,2008-03-01 06,198.882,cm,
GTHC2,GOTHIC,38.96670,-106.98330,3171 meters,snowdepth,2008-02-29 15,198.120,cm,
CXSC1,CARSON PASS,38.69310,-119.99340,2598 meters,snowdepth,2008-03-01 06,198.120,cm,
GRPO3,GREENPOINT,45.62230,-121.70430,1021 meters,snowdepth,2008-03-01 06,197.866,cm,
PRKW4,PARKER PEAK,44.73400,-109.91480,2880 meters,snowdepth,2008-03-01 05,196.850,cm,
BRIU1,BRIGHTON,40.59920,-111.58270,2678 meters,snowdepth,2008-03-01 06,196.850,cm,
SUGAR_MADIS,SUGAR BOWL SKI,39.30333,-120.34080,2128 meters,snowdepth,2008-03-01 06,196.342,cm,
BLTU1,BEN LOMOND TRAIL,41.38290,-111.92110,1838 meters,snowdepth,2008-03-01 06,196.342,cm,
BRMO3,BIG RED MOUNTAIN,42.05260,-122.85490,1865 meters,snowdepth,2008-03-01 06,196.088,cm,
LITW4,LITTLE SNAKE RIVER,41.07050,-106.94280,2728 meters,snowdepth,2008-03-01 06,195.580,cm,
EYKA2,MT EYAK,60.56440,-145.71330,-9999 meters,snowdepth,2008-03-01 04,195.580,cm,
SCFO3,SALT CREEK FALLS,43.61190,-122.11760,1303 meters,snowdepth,2008-03-01 06,194.818,cm,
SQFI1,SQUAW FLAT,44.77080,-116.24860,1910 meters,snowdepth,2008-03-01 06,194.564,cm,
WHEI1,WHITE ELEPHANT,44.53270,-111.41090,2348 meters,snowdepth,2008-03-01 06,194.056,cm,
SAJO3,SANTIAM JCT.,44.43500,-121.94500,1147 meters,snowdepth,2008-03-01 06,193.802,cm,
TCMO3,THREE CREEKS MEADOW,44.14430,-121.64110,1748 meters,snowdepth,2008-03-01 06,193.548,cm,
TOGW4,TOGWOTEE PASS SNOTEL,43.74900,-110.05780,2929 meters,snowdepth,2008-03-01 06,193.040,cm,
KLBU1,KOLOB,37.53000,-113.05000,2805 meters,snowdepth,2008-03-01 06,193.040,cm,
HAWM8,HAWKINS LAKE,48.97240,-115.95330,1976 meters,snowdepth,2008-03-01 05,193.040,cm,
SNM,SUNDANCE - MID MNT,40.37390,-111.59400,2313 meters,snowdepth,2008-03-01 06,192.532,cm,
PICM8,PIKE CREEK,48.30300,-113.32870,1806 meters,snowdepth,2008-02-29 08,192.278,cm,
CHRO3,CHARLOTTE RIDGE,43.66920,-123.94360,363 meters,snowdepth,2008-03-01 06,192.278,cm,
BLAC1,BLUE LAKES,38.60780,-119.92440,2474 meters,snowdepth,2008-03-01 06,192.024,cm,
CSCO3,COLD SPRINGS CAMP,42.53310,-122.17680,1824 meters,snowdepth,2008-03-01 06,191.770,cm,
PCRU1,PARRISH CREEK,40.93420,-111.81370,2376 meters,snowdepth,2008-03-01 06,191.262,cm,
SNLW4,SAND LAKE,41.46260,-106.28110,3078 meters,snowdepth,2008-03-01 06,190.754,cm,
MCRU1,MONTE CRISTO,41.46580,-111.49670,2729 meters,snowdepth,2008-03-01 06,190.500,cm,
SRAC1,SONORA PASS,38.31030,-119.59940,2676 meters,snowdepth,2008-03-01 06,190.246,cm,
GRLW1,GREEN LAKE,46.54740,-121.17090,1803 meters,snowdepth,2008-03-01 06,189.484,cm,
MDLC2,MIDDLE CREEK,37.61980,-107.03480,3459 meters,snowdepth,2008-03-01 06,188.976,cm,
CTUA2,CHITITU CAMP,61.27080,-142.62690,-9999 meters,snowdepth,2008-03-01 06,188.976,cm,
QUPW1,QUARTZ PEAK,47.87930,-117.08940,1435 meters,snowdepth,2008-03-01 06,188.722,cm,
RESC2,RABBIT EARS,40.36780,-106.74040,2882 meters,snowdepth,2008-03-01 06,187.452,cm,
WBSW4,WEBBER SPRINGS,41.15950,-106.92710,2821 meters,snowdepth,2008-03-01 06,187.198,cm,
MGSW1,MOUNT GARDNER,47.35770,-121.56800,877 meters,snowdepth,2008-03-01 06,186.436,cm,
MNPM8,MONUMENT PEAK,45.21760,-110.23700,2678 meters,snowdepth,2008-03-01 05,186.182,cm,
MRLN2,MARLETTE LAKE,39.16400,-119.89670,2404 meters,snowdepth,2008-03-01 06,184.912,cm,
JOJO3,JUMP OFF JOE,44.38610,-122.16680,1072 meters,snowdepth,2008-03-01 06,184.658,cm,
JKPI1,JACKSON PEAK,44.05090,-115.44320,2158 meters,snowdepth,2008-03-01 06,184.658,cm,
MSCI1,MOSCOW MOUNTAIN,46.80500,-116.85350,1432 meters,snowdepth,2008-03-01 06,184.404,cm,
BGMW1,BUNCHGRASS MDW,48.68690,-117.17630,1536 meters,snowdepth,2008-03-01 05,184.150,cm,
MLDU1,MILL-D NORTH,40.65880,-111.63680,2741 meters,snowdepth,2008-03-01 06,183.896,cm,
COLC2,COLUMBINE,40.39480,-106.60410,2790 meters,snowdepth,2008-03-01 06,183.896,cm,
TIMU1,TIMPANOGOS DIVIDE,40.42820,-111.61630,2498 meters,snowdepth,2008-03-01 06,183.134,cm,
SHFM8,SHOWER FALLS,45.40130,-110.95760,2465 meters,snowdepth,2008-03-01 05,182.880,cm,
WHPW1,WHITE PASS E.S.,46.64230,-121.38070,1362 meters,snowdepth,2008-03-01 06,182.372,cm,
MPLM8,MADISON PLATEAU,44.58620,-111.11630,2359 meters,snowdepth,2008-03-01 05,182.372,cm,
TRLU1,TRIAL LAKE,40.67820,-110.94870,3046 meters,snowdepth,2008-03-01 06,182.118,cm,
HWCI1,HOWELL CANYON,42.32110,-113.61560,2440 meters,snowdepth,2008-03-01 06,181.356,cm,
BBALP_MADIS,BRIDGER BOWL - ALPINE,45.82520,-110.92300,2263 meters,snowdepth,2008-03-01 06,181.102,cm,
VGAC1,VIRGINIA LAKES RIDGE,38.07300,-119.23430,2876 meters,snowdepth,2008-03-01 06,179.832,cm,
