! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id|Name|Latitude|Longitude|Elevation|Physical_Element|DateTime_Report(UTC)|Amount|Amount_Units|Duration|Duration_Units|Zip_Code|
43.4139_071.9856|NEW LONDON (669NEW)|43.41389|-71.98556|392 meters|snowfall|2012-03-01 19|27.940|cm|6|hours|03257|
43.4394_074.3161|WELLS (WRGB0000)|43.43943|-74.31615|521 meters|snowfall|2012-03-01 22|32.258|cm|7|hours|12190|
43.4660_070.7900|2 NNW SANFORD  PUBLIC (X4350708)|43.46595|-70.78997|108 meters|snowfall|2012-03-01 15|22.860|cm|5|hours|04083|
42.7317_074.1449|KNOX (WRGB0014)|42.73170|-74.14485|302 meters|snowfall|2012-03-01 10|22.860|cm|5|hours|12053|
43.8100_071.3400|1 E EAST SANDWICH (CA83)|43.81000|-71.34000|231 meters|snowfall|2012-03-01 21|31.242|cm|7|hours|03227|
43.5110_071.3970|3 SSE GILFORD (BE55)|43.51100|-71.39700|340 meters|snowfall|2012-03-01 17|17.780|cm|4|hours|03249|
42.3900_074.0000|GREENVILLE (X4240740)|42.39000|-74.00000|211 meters|snowfall|2012-03-01 20|26.670|cm|6|hours|12083|
42.4778_074.1666|MEDUSA (WRGB0011)|42.47779|-74.16656|441 meters|snowfall|2012-03-01 23|30.480|cm|7|hours|12120|
42.4194_074.3163|GILBOA  WEATHERNET6 (X4240743)|42.41944|-74.31626|656 meters|snowfall|2012-03-01 23|30.480|cm|7|hours|12076|
44.5600_070.2300|JAY (FR30)|44.56000|-70.23000|121 meters|snowfall|2012-03-01 17|12.700|cm|3|hours|04239|
43.2800_072.2600|NEWPORT (SU41)|43.28000|-72.26000|435 meters|snowfall|2012-03-02 00|25.400|cm|6|hours|03743|
43.2000_070.7700|SOUTH BERWICK (YO62)|43.20000|-70.77000|77 meters|snowfall|2012-03-01 17|25.400|cm|6|hours|03908|
42.5898_074.3512|FULTON (WRGB0006)|42.58976|-74.35115|201 meters|snowfall|2012-03-01 22|29.210|cm|7|hours|12122|
42.8171_073.8980|NISKAYUNA (X4280739)|42.81710|-73.89800|124 meters|snowfall|2012-03-01 19|24.892|cm|6|hours|12309|
43.6500_070.3000|PORTLAND (KPWM)|43.65000|-70.30000|13 meters|snowfall|2012-03-02 00|33.020|cm|8|hours|04102|
43.0333_072.8500|WEST WARDSBORO (WWBV1)|43.03333|-72.85000|448 meters|snowfall|2012-03-01 12|33.020|cm|8|hours|05355|
42.8744_071.1817|HAMPSTEAD (359HAMP)|42.87444|-71.18167|101 meters|snowfall|2012-03-01 19|33.020|cm|8|hours|03841|
43.6614_070.2558|PORTLAND (31PORT)|43.66139|-70.25583|26 meters|snowfall|2012-03-01 18|24.638|cm|6|hours|04101|
43.4925_070.4539|BIDDEFORD (347BIDD)|43.49250|-70.45389|24 meters|snowfall|2012-03-01 18|20.320|cm|5|hours|04005|
44.4800_069.7300|3 WNW VASSALBORO  TRAINED SPOTTER (KE56)|44.48000|-69.73000|83 meters|snowfall|2012-03-01 21|24.130|cm|6|hours|04330|
43.5277_071.4708|LACONIA (X4350715)|43.52770|-71.47080|152 meters|snowfall|2012-03-01 23|24.130|cm|6|hours|03246|
42.7938_074.0887|PRINCETOWN  WEATHERNET6 (X4280741)|42.79377|-74.08872|261 meters|snowfall|2012-03-01 12|24.130|cm|6|hours|12056|
43.4139_071.9856|NEW LONDON (669NEW)|43.41389|-71.98556|392 meters|snowfall|2012-03-01 19|27.940|cm|7|hours|03257|
43.1333_072.7667|BALL MOUNTAIN LAKE (954BALL)|43.13333|-72.76666|402 meters|snowfall|2012-03-01 12|27.940|cm|7|hours|05343|
43.8100_071.3400|1 E EAST SANDWICH (CA83)|43.81000|-71.34000|231 meters|snowfall|2012-03-01 21|31.242|cm|8|hours|03227|
42.9592_074.0953|AMSTERDAM (WRGB0010)|42.95915|-74.09535|209 meters|snowfall|2012-03-01 16|23.368|cm|6|hours|12010|
42.6271_074.5851|RICHMONDVILLE (WRGB0013)|42.62709|-74.58513|411 meters|snowfall|2012-03-01 23|26.924|cm|7|hours|12149|
42.5453_074.6650|CHARLOTTEVILLE (929CHA)|42.54528|-74.66500|488 meters|snowfall|2012-03-01 09|19.050|cm|5|hours|12036|
44.6356_070.7517|ANDOVER (596ANDO)|44.63556|-70.75167|215 meters|snowfall|2012-03-01 17|15.240|cm|4|hours|04216|
43.5475_071.4072|GILFORD (784GIL)|43.54750|-71.40722|227 meters|snowfall|2012-03-01 18|15.240|cm|4|hours|03249|
42.7520_074.3956|SLOANSVILLE (WRGB0019)|42.75204|-74.39560|378 meters|snowfall|2012-03-01 22|30.480|cm|8|hours|12160|
42.5978_073.0436|SAVOY (WRGB0013)|42.59784|-73.04357|620 meters|snowfall|2012-03-01 22|26.670|cm|7|hours|01256|
42.4150_074.0093|GREENVILLE CENTER  WEATHERNET6 (X4240740)|42.41500|-74.00928|250 meters|snowfall|2012-03-01 22|26.670|cm|7|hours|12083|
43.4660_070.7900|2 NNW SANFORD  PUBLIC (X4350708)|43.46595|-70.78997|108 meters|snowfall|2012-03-01 15|22.860|cm|6|hours|04083|
43.1902_072.4852|ROCKINGHAM  PUBLIC (X4320725)|43.19020|-72.48520|127 meters|snowfall|2012-03-01 12|22.860|cm|6|hours|05101|
43.0430_072.6660|TOWNSHEND (X4300727)|43.04300|-72.66600|227 meters|snowfall|2012-03-01 11|22.860|cm|6|hours|05353|
42.7317_074.1449|KNOX (WRGB0014)|42.73170|-74.14485|302 meters|snowfall|2012-03-01 10|22.860|cm|6|hours|12053|
43.2100_071.5000|2 E CONCORD (X4320715)|43.21000|-71.50000|108 meters|snowfall|2012-03-02 00|22.606|cm|6|hours|03301|
42.9482_073.9375|CHARLTON (WRGB0006)|42.94816|-73.93747|155 meters|snowfall|2012-03-01 17|22.352|cm|6|hours|12020|
43.0333_072.8500|WEST WARDSBORO (WWBV1)|43.03333|-72.85000|448 meters|snowfall|2012-03-01 12|33.020|cm|9|hours|05355|
43.0408_073.9101|1 W MILTON CENTER  TRAINED SPOTTER (X4300739)|43.04079|-73.91011|142 meters|snowfall|2012-03-01 20|21.844|cm|6|hours|12020|
42.9124_073.8790|BALLSTON LAKE  WEATHERNET6 (X4290739)|42.91240|-73.87899|109 meters|snowfall|2012-03-01 16|21.844|cm|6|hours|12019|
42.7491_073.8020|1 NE SHAKERS (X4270738)|42.74911|-73.80197|74 meters|snowfall|2012-03-01 18|21.844|cm|6|hours|12110|
43.6614_070.2558|PORTLAND (31PORT)|43.66139|-70.25583|26 meters|snowfall|2012-03-01 18|25.400|cm|7|hours|04101|
43.4900_073.7866|WARRENSBURG (WRGB0018)|43.49005|-73.78656|217 meters|snowfall|2012-03-01 22|25.400|cm|7|hours|12885|
43.2800_072.2600|NEWPORT (SU41)|43.28000|-72.26000|435 meters|snowfall|2012-03-02 00|25.400|cm|7|hours|03743|
43.2000_070.7700|SOUTH BERWICK (YO62)|43.20000|-70.77000|77 meters|snowfall|2012-03-01 17|25.400|cm|7|hours|03908|
43.1453_074.4890|CAROGA LAKE (WRGB0002)|43.14531|-74.48902|474 meters|snowfall|2012-03-01 22|25.400|cm|7|hours|12032|
42.9381_072.7058|SOUTH NEWFANE (X4290727)|42.93810|-72.70580|199 meters|snowfall|2012-03-01 21|25.400|cm|7|hours|05351|
42.8613_072.5742|BRATTLEBORO (X4290726)|42.86130|-72.57420|171 meters|snowfall|2012-03-01 21|25.400|cm|7|hours|05301|
42.8565_074.7248|HESSVILLE (WRGB0012)|42.85648|-74.72484|322 meters|snowfall|2012-03-01 22|25.400|cm|7|hours|13339|
42.8836_075.1917|WEST WINFIELD (X4290752)|42.88360|-75.19170|360 meters|snowfall|2012-03-01 17|21.590|cm|6|hours|13491|
42.8452_073.9772|SCOTIA (WRGB0011)|42.84522|-73.97716|84 meters|snowfall|2012-03-01 12|21.590|cm|6|hours|12302|
43.5110_071.3970|3 SSE GILFORD (BE55)|43.51100|-71.39700|340 meters|snowfall|2012-03-01 17|17.780|cm|5|hours|03249|
43.2300_072.1600|EAST LEMPSTER (SU24)|43.23000|-72.16000|496 meters|snowfall|2012-03-01 21|21.082|cm|6|hours|03605|
42.7239_073.7570|LATHAM  WEATHERNET6 (X4270738)|42.72394|-73.75697|119 meters|snowfall|2012-03-01 19|21.082|cm|6|hours|12110|
43.9014_070.4708|RAYMOND (124RAYM)|43.90139|-70.47083|86 meters|snowfall|2012-03-01 16|13.970|cm|4|hours|04071|
43.5000_070.5100|BIDDEFORD (YO83)|43.50000|-70.51000|21 meters|snowfall|2012-03-01 23|27.940|cm|8|hours|04005|
43.4139_071.9856|NEW LONDON (669NEW)|43.41389|-71.98556|392 meters|snowfall|2012-03-01 19|27.940|cm|8|hours|03257|
43.1333_072.7667|BALL MOUNTAIN LAKE (954BALL)|43.13333|-72.76666|402 meters|snowfall|2012-03-01 12|27.940|cm|8|hours|05343|
43.8100_071.3400|1 E EAST SANDWICH (CA83)|43.81000|-71.34000|231 meters|snowfall|2012-03-01 21|31.242|cm|9|hours|03227|
44.4800_069.7300|3 WNW VASSALBORO  TRAINED SPOTTER (KE56)|44.48000|-69.73000|83 meters|snowfall|2012-03-01 21|24.130|cm|7|hours|04330|
43.7764_074.2769|INDIAN LAKE (WRGB0007)|43.77638|-74.27688|542 meters|snowfall|2012-03-01 22|24.130|cm|7|hours|12842|
43.5277_071.4708|LACONIA (X4350715)|43.52770|-71.47080|152 meters|snowfall|2012-03-01 23|24.130|cm|7|hours|03246|
43.1336_072.5683|ATHENS (831ATH)|43.13361|-72.56833|215 meters|snowfall|2012-03-01 14|24.130|cm|7|hours|05143|
42.7938_074.0887|PRINCETOWN  WEATHERNET6 (X4280741)|42.79377|-74.08872|261 meters|snowfall|2012-03-01 12|24.130|cm|7|hours|12056|
44.3106_069.7800|AUGUSTA (564AUG)|44.31056|-69.78000|38 meters|snowfall|2012-03-01 22|20.320|cm|6|hours|04330|
43.7800_070.2700|CUMBERLAND (CU09)|43.78000|-70.27000|33 meters|snowfall|2012-03-01 22|20.320|cm|6|hours|04021|
43.4925_070.4539|BIDDEFORD (347BIDD)|43.49250|-70.45389|24 meters|snowfall|2012-03-01 18|20.320|cm|6|hours|04005|
43.2081_071.5381|CONCORD (890CON)|43.20806|-71.53806|88 meters|snowfall|2012-03-01 22|20.320|cm|6|hours|03301|
43.0133_074.3687|JOHNSTOWN (WRGB0001)|43.01334|-74.36870|204 meters|snowfall|2012-03-01 10|20.320|cm|6|hours|12095|
42.7679_074.1818|DUANESBURG (WRGB0003)|42.76791|-74.18184|311 meters|snowfall|2012-03-01 12|20.320|cm|6|hours|12053|
42.0619_073.9532|SAUGERTIES  WEATHERNET6 (X4210740)|42.06192|-73.95323|47 meters|snowfall|2012-03-01 17|20.320|cm|6|hours|12477|
43.2916_072.8385|LANDGROVE (WRGB0007)|43.29158|-72.83854|581 meters|snowfall|2012-03-01 22|36.830|cm|11|hours|05148|
42.6683_073.8171|1 E NORTH BETHLEHEM (X4270738)|42.66827|-73.81705|71 meters|snowfall|2012-03-01 19|20.066|cm|6|hours|12203|
43.3310_073.7024|QUEENSBURY (WRGB0017)|43.33100|-73.70243|150 meters|snowfall|2012-03-01 21|23.368|cm|7|hours|12804|
43.2356_073.8333|CORINTH (WRGB0002)|43.23563|-73.83334|197 meters|snowfall|2012-03-01 22|23.368|cm|7|hours|12822|
42.3900_074.0000|GREENVILLE (X4240740)|42.39000|-74.00000|211 meters|snowfall|2012-03-01 20|26.670|cm|8|hours|12083|
42.6894_073.8299|1 ENE MCKOWNVILLE (X4270738)|42.68944|-73.82990|95 meters|snowfall|2012-03-01 17|19.812|cm|6|hours|12203|
44.2512_070.4357|4 E PARIS (OX20)|44.25120|-70.43570|312 meters|snowfall|2012-03-01 18|16.510|cm|5|hours|04281|
43.0333_072.8500|WEST WARDSBORO (WWBV1)|43.03333|-72.85000|448 meters|snowfall|2012-03-01 12|33.020|cm|10|hours|05355|
43.1902_072.4852|ROCKINGHAM  PUBLIC (X4320725)|43.19020|-72.48520|127 meters|snowfall|2012-03-01 12|22.860|cm|7|hours|05101|
43.1427_074.1374|FISHHOUSE (WRGB0003)|43.14266|-74.13742|247 meters|snowfall|2012-03-01 22|22.860|cm|7|hours|12025|
43.0739_072.7353|EAST JAMAICA  FACEBOOK (X4310727)|43.07390|-72.73530|168 meters|snowfall|2012-03-01 14|22.860|cm|7|hours|05359|
43.0430_072.6660|TOWNSHEND (X4300727)|43.04300|-72.66600|227 meters|snowfall|2012-03-01 11|22.860|cm|7|hours|05353|
42.9930_074.1830|PERTH (WRGB0010)|42.99299|-74.18303|237 meters|snowfall|2012-03-01 22|22.860|cm|7|hours|12010|
42.9631_074.2886|TRIBES HILL LK 12 (TRBN6)|42.96305|-74.28861|161 meters|snowfall|2012-03-01 12|22.860|cm|7|hours|12068|
42.7317_074.1449|KNOX (WRGB0014)|42.73170|-74.14485|302 meters|snowfall|2012-03-01 10|22.860|cm|7|hours|12053|
42.6667_074.4431|COBLESKILL (COBN6)|42.66666|-74.44305|355 meters|snowfall|2012-03-01 13|22.860|cm|7|hours|12043|
42.6575_074.2959|SCHOHARIE (WRGB0018)|42.65750|-74.29587|312 meters|snowfall|2012-03-01 22|22.860|cm|7|hours|12157|
42.2956_073.9406|EARLTON  WEATHERNET6 (X4230739)|42.29555|-73.94060|154 meters|snowfall|2012-03-01 22|22.860|cm|7|hours|12451|
42.7019_073.9667|GUILDERLAND CENTER (603GUIL)|42.70194|-73.96667|97 meters|snowfall|2012-03-01 10|19.558|cm|6|hours|12009|
43.5850_071.2180|1 WSW WOLFEBORO (CA10)|43.58500|-71.21800|177 meters|snowfall|2012-03-02 04|22.606|cm|7|hours|03894|
43.2100_071.5000|2 E CONCORD (X4320715)|43.21000|-71.50000|108 meters|snowfall|2012-03-02 00|22.606|cm|7|hours|03301|
42.8727_074.4068|GLEN (WRGB0016)|42.87274|-74.40683|238 meters|snowfall|2012-03-01 15|25.654|cm|8|hours|12072|
42.5200_074.6961|CHARLOTTEVILLE (WRGB0016)|42.52004|-74.69606|446 meters|snowfall|2012-03-01 22|22.352|cm|7|hours|12036|
44.8708_071.3064|DIXVILLE NOTCH (288DIX)|44.87083|-71.30639|570 meters|snowfall|2012-03-01 18|12.700|cm|4|hours|03576|
44.5600_070.2300|JAY (FR30)|44.56000|-70.23000|121 meters|snowfall|2012-03-01 17|12.700|cm|4|hours|04239|
44.2575_071.2542|PINKHAM NOTCH (X4430713)|44.25750|-71.25420|627 meters|snowfall|2012-03-01 16|12.700|cm|4|hours|00177|
43.3074_073.5677|HUDSON FALLS (WRGB0019)|43.30737|-73.56774|94 meters|snowfall|2012-03-01 21|19.050|cm|6|hours|12839|
43.2800_072.2600|NEWPORT (SU41)|43.28000|-72.26000|435 meters|snowfall|2012-03-02 00|25.400|cm|8|hours|03743|
43.2000_070.7700|SOUTH BERWICK (YO62)|43.20000|-70.77000|77 meters|snowfall|2012-03-01 17|25.400|cm|8|hours|03908|
43.1600_071.2100|DEERFIELD (RO85)|43.16000|-71.21000|157 meters|snowfall|2012-03-01 17|19.050|cm|6|hours|03037|
43.1453_074.4890|CAROGA LAKE (WRGB0002)|43.14531|-74.48902|474 meters|snowfall|2012-03-01 22|25.400|cm|8|hours|12032|
42.9381_072.7058|SOUTH NEWFANE (X4290727)|42.93810|-72.70580|199 meters|snowfall|2012-03-01 21|25.400|cm|8|hours|05351|
42.9100_073.8242|JONESVILLE (752JONE)|42.91000|-73.82417|103 meters|snowfall|2012-03-01 12|19.050|cm|6|hours|12065|
42.8613_072.5742|BRATTLEBORO (X4290726)|42.86130|-72.57420|171 meters|snowfall|2012-03-01 21|25.400|cm|8|hours|05301|
42.5453_074.6650|CHARLOTTEVILLE (929CHA)|42.54528|-74.66500|488 meters|snowfall|2012-03-01 09|19.050|cm|6|hours|12036|
43.0408_073.9101|1 W MILTON CENTER  TRAINED SPOTTER (X4300739)|43.04079|-73.91011|142 meters|snowfall|2012-03-01 20|21.844|cm|7|hours|12020|
42.8886_073.0125|WOODFORD (WRGB0011)|42.88864|-73.01248|672 meters|snowfall|2012-03-02 00|34.290|cm|11|hours|05201|
42.8171_073.8980|NISKAYUNA (X4280739)|42.81710|-73.89800|124 meters|snowfall|2012-03-01 19|24.892|cm|8|hours|12309|
43.4139_071.9856|NEW LONDON (669NEW)|43.41389|-71.98556|392 meters|snowfall|2012-03-01 19|27.940|cm|9|hours|03257|
43.1333_072.7667|BALL MOUNTAIN LAKE (954BALL)|43.13333|-72.76666|402 meters|snowfall|2012-03-01 12|27.940|cm|9|hours|05343|
42.9696_074.3719|FONDA (WRGB0016)|42.96961|-74.37194|189 meters|snowfall|2012-03-01 23|34.036|cm|11|hours|12068|
43.2724_073.7971|LAKE LUZERNE (WRGB0018)|43.27244|-73.79706|263 meters|snowfall|2012-03-02 00|21.590|cm|7|hours|12846|
42.8452_073.9772|SCOTIA (WRGB0011)|42.84522|-73.97716|84 meters|snowfall|2012-03-01 12|21.590|cm|7|hours|12302|
42.8378_072.7350|MARLBORO (MRLV1)|42.83777|-72.73500|495 meters|snowfall|2012-03-01 11|21.590|cm|7|hours|05301|
42.7784_073.9545|ROTTERDAM (X4280740)|42.77840|-73.95450|102 meters|snowfall|2012-03-01 14|21.590|cm|7|hours|12303|
42.6105_074.2870|MIDDLEBURGH  WEATHERNET6 (X4260743)|42.61053|-74.28696|537 meters|snowfall|2012-03-01 22|21.590|cm|7|hours|12122|
43.6614_070.2558|PORTLAND (31PORT)|43.66139|-70.25583|26 meters|snowfall|2012-03-01 18|24.638|cm|8|hours|04101|
44.6356_070.7517|ANDOVER (596ANDO)|44.63556|-70.75167|215 meters|snowfall|2012-03-01 17|15.240|cm|5|hours|04216|
43.5475_071.4072|GILFORD (784GIL)|43.54750|-71.40722|227 meters|snowfall|2012-03-01 18|15.240|cm|5|hours|03249|
43.1033_074.0203|PROVIDENCE` (WRGB0017)|43.10329|-74.02033|446 meters|snowfall|2012-03-01 10|15.240|cm|5|hours|12850|
43.1981_073.6471|GANSEVOORT (WRGB0009)|43.19807|-73.64711|69 meters|snowfall|2012-03-01 17|18.288|cm|6|hours|12831|
42.8548_073.8085|CLIFTON PARK (X4290738)|42.85480|-73.80850|102 meters|snowfall|2012-03-01 23|21.336|cm|7|hours|12065|
44.4800_069.7300|3 WNW VASSALBORO  TRAINED SPOTTER (KE56)|44.48000|-69.73000|83 meters|snowfall|2012-03-01 21|24.130|cm|8|hours|04330|
43.5277_071.4708|LACONIA (X4350715)|43.52770|-71.47080|152 meters|snowfall|2012-03-01 23|24.130|cm|8|hours|03246|
43.1336_072.5683|ATHENS (831ATH)|43.13361|-72.56833|215 meters|snowfall|2012-03-01 14|24.130|cm|8|hours|05143|
42.7938_074.0887|PRINCETOWN  WEATHERNET6 (X4280741)|42.79377|-74.08872|261 meters|snowfall|2012-03-01 12|24.130|cm|8|hours|12056|
43.2300_072.1600|EAST LEMPSTER (SU24)|43.23000|-72.16000|496 meters|snowfall|2012-03-01 21|21.082|cm|7|hours|03605|
42.6950_073.8075|ROESSLEVILLE (876321RO)|42.69500|-73.80750|75 meters|snowfall|2012-03-01 14|21.082|cm|7|hours|12205|
42.4588_074.5817|JEFFERSON (WRGB0002)|42.45879|-74.58172|617 meters|snowfall|2012-03-01 22|20.828|cm|7|hours|12093|
43.5110_071.3970|3 SSE GILFORD (BE55)|43.51100|-71.39700|340 meters|snowfall|2012-03-01 17|17.780|cm|6|hours|03249|
43.2793_073.5864|FORT EDWARD (WRGB0009)|43.27934|-73.58645|77 meters|snowfall|2012-03-01 17|17.780|cm|6|hours|12828|
43.2600_072.2100|GOSHEN (SU26)|43.26000|-72.21000|446 meters|snowfall|2012-03-02 01|17.780|cm|6|hours|03773|
43.0508_074.3555|GLOVERSVILLE (WRGB0007)|43.05079|-74.35551|246 meters|snowfall|2012-03-01 10|17.780|cm|6|hours|12078|
42.8404_073.8945|1 SSW AQUEDUCT (X4280739)|42.84040|-73.89450|116 meters|snowfall|2012-03-01 11|17.780|cm|6|hours|12309|
42.7076_074.0346|ALTAMONT (WRGB0001)|42.70758|-74.03464|137 meters|snowfall|2012-03-01 10|17.780|cm|6|hours|12009|
43.4394_074.3161|WELLS (WRGB0000)|43.43943|-74.31615|521 meters|snowfall|2012-03-01 22|32.258|cm|11|hours|12190|
43.3310_073.7024|QUEENSBURY (WRGB0017)|43.33100|-73.70243|150 meters|snowfall|2012-03-01 21|23.368|cm|8|hours|12804|
43.2356_073.8333|CORINTH (WRGB0002)|43.23563|-73.83334|197 meters|snowfall|2012-03-01 22|23.368|cm|8|hours|12822|
42.9592_074.0953|AMSTERDAM (WRGB0010)|42.95915|-74.09535|209 meters|snowfall|2012-03-01 16|23.368|cm|8|hours|12010|
44.3106_069.7800|AUGUSTA (564AUG)|44.31056|-69.78000|38 meters|snowfall|2012-03-01 22|20.320|cm|7|hours|04330|
44.2700_069.1600|HOPE (KN32)|44.27000|-69.16000|105 meters|snowfall|2012-03-02 00|20.320|cm|7|hours|04847|
43.7800_070.2700|CUMBERLAND (CU09)|43.78000|-70.27000|33 meters|snowfall|2012-03-01 22|20.320|cm|7|hours|04021|
43.4925_070.4539|BIDDEFORD (347BIDD)|43.49250|-70.45389|24 meters|snowfall|2012-03-01 18|20.320|cm|7|hours|04005|
43.2081_071.5381|CONCORD (890CON)|43.20806|-71.53806|88 meters|snowfall|2012-03-01 22|20.320|cm|7|hours|03301|
43.0897_073.7036|HICKEYS CORNERS (X4310737)|43.08970|-73.70360|79 meters|snowfall|2012-03-01 23|20.320|cm|7|hours|12866|
43.0133_074.3687|JOHNSTOWN (WRGB0001)|43.01334|-74.36870|204 meters|snowfall|2012-03-01 10|20.320|cm|7|hours|12095|
42.9322_072.5536|EAST DUMMERSTON (382EAS)|42.93222|-72.55361|139 meters|snowfall|2012-03-02 01|20.320|cm|7|hours|05301|
42.8200_073.9200|SCHENECTADY - GE PLOT (X4280739)|42.82000|-73.92000|113 meters|snowfall|2012-03-01 13|20.320|cm|7|hours|12308|
42.7679_074.1818|DUANESBURG (WRGB0003)|42.76791|-74.18184|311 meters|snowfall|2012-03-01 12|20.320|cm|7|hours|12053|
42.7520_073.8799|COLONIE (WRGB0002)|42.75199|-73.87985|100 meters|snowfall|2012-03-01 22|20.320|cm|7|hours|12304|
42.7286_074.1867|DELANSON (DLSN6)|42.72861|-74.18666|342 meters|snowfall|2012-03-01 12|20.320|cm|7|hours|12053|
42.5571_074.6086|SUMMIT (WRGB0001)|42.55709|-74.60864|661 meters|snowfall|2012-03-01 22|20.320|cm|7|hours|12175|
42.5023_073.2709|LANESBOROUGH (WRGB0002)|42.50229|-73.27087|360 meters|snowfall|2012-03-01 22|20.320|cm|7|hours|01201|
41.8547_073.4207|SHARON (WRGB0000)|41.85470|-73.42072|382 meters|snowfall|2012-03-01 21|20.320|cm|7|hours|06069|
41.8249_073.9660|ESOPUS (WRGB0014)|41.82487|-73.96595|35 meters|snowfall|2012-03-01 21|20.320|cm|7|hours|12528|
44.0538_071.1268|NORTH CONWAY (X4410711)|44.05380|-71.12680|162 meters|snowfall|2012-03-01 18|14.478|cm|5|hours|03860|
42.5581_074.0938|SOUTH BERNE (WRGB0006)|42.55806|-74.09384|422 meters|snowfall|2012-03-01 23|31.750|cm|11|hours|12023|
43.7358_070.5525|STANDISH (617STAN)|43.73583|-70.55250|131 meters|snowfall|2012-03-01 19|17.272|cm|6|hours|04084|
44.2000_070.2600|4 S TURNER (AN81)|44.20000|-70.26000|98 meters|snowfall|2012-03-01 22|22.860|cm|8|hours|04282|
43.4900_070.4000|FERRY BEACH STATE (YO03)|43.49000|-70.40000|13 meters|snowfall|2012-03-01 23|22.860|cm|8|hours|04072|
43.4660_070.7900|2 NNW SANFORD  PUBLIC (X4350708)|43.46595|-70.78997|108 meters|snowfall|2012-03-01 15|22.860|cm|8|hours|04083|
43.1902_072.4852|ROCKINGHAM  PUBLIC (X4320725)|43.19020|-72.48520|127 meters|snowfall|2012-03-01 12|22.860|cm|8|hours|05101|
43.0739_072.7353|EAST JAMAICA  FACEBOOK (X4310727)|43.07390|-72.73530|168 meters|snowfall|2012-03-01 14|22.860|cm|8|hours|05359|
43.0430_072.6660|TOWNSHEND (X4300727)|43.04300|-72.66600|227 meters|snowfall|2012-03-01 11|22.860|cm|8|hours|05353|
42.9930_074.1830|PERTH (WRGB0010)|42.99299|-74.18303|237 meters|snowfall|2012-03-01 22|22.860|cm|8|hours|12010|
42.9631_074.2886|TRIBES HILL LK 12 (TRBN6)|42.96305|-74.28861|161 meters|snowfall|2012-03-01 12|22.860|cm|8|hours|12068|
42.8407_073.9674|SCOTIA (WRGB0001)|42.84070|-73.96739|86 meters|snowfall|2012-03-01 22|22.860|cm|8|hours|12302|
42.8100_073.9200|SCHENECTADY - CENTRAL STATE  NWS EMPLOYEE (X4280739)|42.81000|-73.92000|118 meters|snowfall|2012-03-01 14|22.860|cm|8|hours|12308|
42.7317_074.1449|KNOX (WRGB0014)|42.73170|-74.14485|302 meters|snowfall|2012-03-01 10|22.860|cm|8|hours|12053|
