! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id,Name,Latitude,Longitude,Elevation,Physical_Element,DateTime_Report(UTC),Amount,Units,
SPLW1,SURPRISE LAKES,46.09500,-121.76350,1295 meters,swe,2007-03-01 06,118.872,cm,
MTCQ2,MOUNT COOK,52.18333,-119.31667,-9999 meters,swe,2007-03-01 06,117.754,cm,
MELC1,MEADOW LK SNOW COURSE,39.41690,-120.50810,2195 meters,swe,2007-03-01 06,117.704,cm,
STZI1,SCHWEITZER BASIN,48.37430,-116.63920,1856 meters,swe,2007-03-01 06,116.332,cm,
ELSW1,ELBOW LAKE,48.69090,-121.90890,975 meters,swe,2007-03-01 06,114.808,cm,
MRBW1,JUNE LAKE,46.14800,-122.15480,1018 meters,swe,2007-03-01 06,114.300,cm,
REDQ2,REDFISH CREEK,49.69000,-117.08639,1283 meters,swe,2007-03-01 06,113.589,cm,
BVPW1,BEAVER PASS,48.87930,-121.25570,1103 meters,swe,2007-03-01 06,113.284,cm,
HRPW1,HARTS PASS,48.72040,-120.65850,1981 meters,swe,2007-03-01 06,111.252,cm,
WLLQ2,WAHLEACH LK,49.23333,-121.56667,283 meters,swe,2007-03-01 06,110.236,cm,
GRNQ2,GREEN MOUNTAIN,50.79417,-122.92528,-9999 meters,swe,2007-03-01 06,109.322,cm,
RXSW1,REX RIVER,47.30200,-121.60480,1219 meters,swe,2007-03-01 06,109.220,cm,
LSLI1,LOST LAKE,47.07190,-115.95810,1862 meters,swe,2007-03-01 06,107.442,cm,
SMPW1,STAMPEDE PASS,47.27450,-121.34160,1177 meters,swe,2007-03-01 06,104.902,cm,
MKZO3,MCKENZIE,44.21040,-121.87290,1463 meters,swe,2007-03-01 06,103.378,cm,
SLKQ2,ST. LEON,50.43472,-117.70000,-9999 meters,swe,2007-03-01 06,103.302,cm,
SASW1,SASSE RIDGE,47.38490,-121.06330,1280 meters,swe,2007-03-01 06,101.600,cm,
CRAI1,CRATER MEADOWS,46.56310,-115.28830,1817 meters,swe,2007-03-01 06,100.076,cm,
BCBC1,BLACKCAP BASIN GOES,37.06670,-118.76670,3139 meters,swe,2007-03-01 06,99.543,cm,
SHPW1,SHEEP CANYON,46.19320,-122.25450,1228 meters,swe,2007-03-01 06,99.314,cm,
LPSW1,LONE PINE,46.27140,-121.96290,1158 meters,swe,2007-03-01 06,99.314,cm,
CPCM8,COPPER CAMP,47.08160,-112.72960,2118 meters,swe,2007-03-01 05,99.314,cm,
SPMW1,SPENCER MEADOW,46.17970,-121.92650,1036 meters,swe,2007-03-01 06,96.774,cm,
WCSW1,WELLS CREEK,48.86610,-121.78980,1280 meters,swe,2007-03-01 06,96.012,cm,
HEMI1,HEMLOCK BUTTE,46.48110,-115.63360,1771 meters,swe,2007-03-01 06,94.234,cm,
SVNW1,STEVENS PASS,47.74650,-121.09250,1241 meters,swe,2007-03-01 06,93.218,cm,
PDSC1,PARADISE,38.05000,-119.66670,2347 meters,swe,2007-03-01 06,92.177,cm,
COLI1,COOL CREEK,46.76360,-115.29530,1914 meters,swe,2007-03-01 06,91.440,cm,
RAIW1,RAINY PASS,48.51870,-120.73580,1457 meters,swe,2007-03-01 06,90.932,cm,
FTMM8,FLATTOP MTN.,48.80240,-113.85720,1920 meters,swe,2007-03-01 05,90.932,cm,
THBW1,THUNDER BASIN,48.52780,-120.98980,1280 meters,swe,2007-03-01 06,89.662,cm,
DALO3,DALY LAKE,44.52200,-122.08730,1097 meters,swe,2007-03-01 06,89.408,cm,
BLKQ2,BLACKWALL PEAK,49.09500,-120.76806,1939 meters,swe,2007-03-01 06,88.392,cm,
SCWI1,SCHWEITZER SADDLE,48.37440,-116.63850,1862 meters,swe,2007-02-28 20,87.630,cm,
MULC1,MUD LAKE,38.61500,-120.14000,2408 meters,swe,2007-02-28 12,85.852,cm,
ANSO3,ANNIE SPRINGS,42.87010,-122.16520,1835 meters,swe,2007-03-01 06,85.852,cm,
MSRQ2,MISSION RIDGE,50.84722,-122.20500,-9999 meters,swe,2007-03-01 06,85.395,cm,
CSCC1,20K28 - CASTLE CREEK,39.35000,-120.35000,2256 meters,swe,2007-02-28 20,84.836,cm,
HDLI1,HIDDEN LAKE,48.89370,-116.75750,1536 meters,swe,2007-03-01 06,84.328,cm,
LELC1,LEAVITT LAKE,38.27600,-119.61180,2865 meters,swe,2007-03-01 06,83.820,cm,
MPSW1,MEADOWS PASS,47.28310,-121.47200,1067 meters,swe,2007-03-01 06,83.566,cm,
HRSC1,HORSE MEADOWS,38.15810,-119.66190,2560 meters,swe,2007-03-01 06,83.388,cm,
TWLM8,TWIN LAKES,46.14260,-114.50540,1951 meters,swe,2007-03-01 05,83.312,cm,
GTHW4,GRAND TARGHEE SNOTEL,43.77930,-110.92780,2822 meters,swe,2007-03-01 06,81.534,cm,
SQWC1,SQUAW VALLEY G.C.,39.19000,-120.26480,2499 meters,swe,2007-03-01 06,81.280,cm,
TKSW1,TINKHAM CREEK,47.33220,-121.46950,936 meters,swe,2007-03-01 06,80.772,cm,
HOOM8,HOODOO BASIN,46.97500,-115.03490,1844 meters,swe,2007-03-01 05,80.518,cm,
DDSI1,DEADWOOD SUMMIT,44.54480,-115.56300,2091 meters,swe,2007-03-01 06,79.756,cm,
YNKQ2,YANKS PEAK EAST,52.83333,-121.35000,-9999 meters,swe,2007-03-01 06,79.654,cm,
SMLO3,SUMMIT LAKE,43.44910,-122.13830,1707 meters,swe,2007-03-01 06,79.502,cm,
PMNM8,POORMAN CREEK,48.12670,-115.62330,1554 meters,swe,2007-02-28 13,78.994,cm,
KUSW1,SKOOKUM CREEK,47.68450,-121.60950,1195 meters,swe,2007-03-01 06,78.486,cm,
FISW1,FISH LAKE,47.53570,-121.08550,1027 meters,swe,2007-03-01 06,78.232,cm,
MTNW1,QUARTZ MTN - SNOW,47.06670,-121.08330,1905 meters,swe,2007-03-01 06,77.724,cm,
COPW1,CORRAL PASS,47.01850,-121.46500,1829 meters,swe,2007-03-01 06,77.470,cm,
PTHW1,POTATO HILL,46.34920,-121.51430,1372 meters,swe,2007-03-01 06,77.216,cm,
MSPM8,MOSS PEAK,47.68490,-113.96230,2067 meters,swe,2007-03-01 04,77.216,cm,
CSTO3,CASCADE SUMMIT,43.59050,-122.06010,1487 meters,swe,2007-03-01 06,76.708,cm,
BMPW1,BUMPING RIDGE,46.81000,-121.33060,1402 meters,swe,2007-03-01 06,76.454,cm,
TRGC1,TRAGEDY CK SNOW COURSE,38.63000,-120.13000,2484 meters,swe,2007-02-28 20,75.946,cm,
MOQI1,MOSQUITO RIDGE,48.05740,-116.23050,1585 meters,swe,2007-03-01 06,75.946,cm,
LMDO3,LITTLE MEADOWS,44.61320,-122.22600,1219 meters,swe,2007-03-01 06,75.946,cm,
KOSQ2,KOSTAL LAKE,52.20611,-120.01750,-9999 meters,swe,2007-03-01 06,75.794,cm,
ELBI1,ELK BUTTE,46.84000,-116.12230,1734 meters,swe,2007-03-01 06,75.184,cm,
NOIM8,NOISY BASIN,48.15670,-113.94620,1841 meters,swe,2007-02-28 19,74.930,cm,
SHMC1,SHIMMY LAKE GOES,41.00530,-122.80170,1948 meters,swe,2007-02-28 12,74.168,cm,
MTCW1,MOUNT CRAG,47.76410,-123.02600,1234 meters,swe,2007-03-01 06,74.168,cm,
CSCO3,COLD SPRINGS CAMP,42.53310,-122.17680,1859 meters,swe,2007-03-01 06,74.168,cm,
PKMQ2,PARK MOUNTAIN,50.44722,-118.61528,-9999 meters,swe,2007-03-01 06,74.117,cm,
BEDO3,IRISH TAYLOR,43.80350,-121.94850,1676 meters,swe,2007-03-01 06,73.914,cm,
NFJM8,NORTH FORK JOCKO,47.27260,-113.75620,1929 meters,swe,2007-03-01 05,73.406,cm,
BLBM8,BLACK BEAR,44.50830,-111.12800,2484 meters,swe,2007-02-28 23,72.898,cm,
ILKC1,INDEPENDENCE LAKE,39.42750,-120.31340,2576 meters,swe,2007-03-01 06,71.374,cm,
SDFC1,SAND FLAT,41.35000,-122.24500,2057 meters,swe,2007-02-28 12,70.358,cm,
TIOC1,TIOGA PASS-DANA MEADOWS,37.89310,-119.25690,2987 meters,swe,2007-02-28 12,70.104,cm,
STAM8,STAHL PEAK,48.90900,-114.86300,1838 meters,swe,2007-03-01 05,70.104,cm,
CSSC1,CSS LAB,39.32570,-120.36810,2103 meters,swe,2007-03-01 06,70.104,cm,
SVMO3,SEVENMILE MARSH,42.69830,-122.14170,1890 meters,swe,2007-03-01 06,69.596,cm,
BADM8,BADGER PASS,48.13090,-113.02320,2103 meters,swe,2007-03-01 05,68.072,cm,
FLKQ2,FLOE LAKE,51.05556,-116.14444,-9999 meters,swe,2007-03-01 06,67.869,cm,
TOWC2,TOWER,40.53740,-106.67680,3200 meters,swe,2007-03-01 06,67.818,cm,
STTM8,STUART MOUNTAIN,46.99510,-113.92660,2256 meters,swe,2007-03-01 05,67.564,cm,
TOHW1,TOUCHET,46.11870,-117.85050,1686 meters,swe,2007-03-01 06,66.548,cm,
SWNO3,SWAN LAKE MTN,42.40806,-121.74083,2073 meters,swe,2007-03-01 06,66.040,cm,
FSHM8,FISHER CREEK,45.06230,-109.94490,2774 meters,swe,2007-03-01 05,66.040,cm,
BLAO3,BLAZED ALDER,45.42870,-121.85650,1113 meters,swe,2007-03-01 06,65.532,cm,
VNVC1,VAN VLECKV_REMARKS=,38.94500,-120.30500,2042 meters,swe,2007-02-28 12,65.024,cm,
HHMC1,HIGHLAND MEADOW GOES,38.49000,-119.80500,2652 meters,swe,2007-02-28 12,64.516,cm,
TRMI1,TRINITY MTN.,43.62900,-115.43820,2368 meters,swe,2007-03-01 06,64.262,cm,
RRMC1,RED ROCK MOUNTAIN,41.01670,-122.88330,2042 meters,swe,2007-02-28 12,64.262,cm,
LKTI1,LOOKOUT,47.45790,-115.70580,1567 meters,swe,2007-03-01 06,64.262,cm,
SCSI1,SECESH SUMMIT,45.18850,-115.97310,1987 meters,swe,2007-03-01 06,64.008,cm,
RORO3,ROARING RIVER,43.90120,-122.03070,1494 meters,swe,2007-03-01 06,63.754,cm,
HAWM8,HAWKINS LAKE,48.97240,-115.95330,1966 meters,swe,2007-03-01 05,63.754,cm,
GNLC1,GIANELLI,38.20500,-119.89190,2560 meters,swe,2007-02-28 12,63.246,cm,
ECOC1,ECHO PEAK,38.84900,-120.07850,2377 meters,swe,2007-03-01 06,63.246,cm,
WHSW1,WATERHOLE,47.94490,-123.42590,1524 meters,swe,2007-03-01 06,62.738,cm,
SCEC1,SCHNEIDER,38.74690,-120.06810,2667 meters,swe,2007-02-28 12,61.468,cm,
RELC1,LOWER RELIEF VALLEY,38.24330,-119.75830,2469 meters,swe,2007-02-28 12,61.214,cm,
SOSC2,SCHOFIELD PASS,39.01520,-107.04880,3261 meters,swe,2007-03-01 06,60.960,cm,
GRSW4,GRASSY LAKE,44.12610,-110.83440,2214 meters,swe,2007-03-01 06,60.706,cm,
WCSC2,WOLF CREEK SUMMIT,37.47920,-106.80170,3353 meters,swe,2007-03-01 02,60.452,cm,
MRKI1,MORES CREEK SUMMIT,43.93200,-115.66590,1859 meters,swe,2007-03-01 06,59.690,cm,
GRLW1,GREEN LAKE,46.54740,-121.17090,1829 meters,swe,2007-03-01 06,59.690,cm,
MCKI1,MICA CREEK,47.15080,-116.26690,1448 meters,swe,2007-03-01 05,59.436,cm,
BKSI1,BIG CREEK SUMMIT,44.62640,-115.79370,2006 meters,swe,2007-03-01 06,59.182,cm,
HMGC1,HUMBUG,40.11500,-121.36810,1981 meters,swe,2007-02-28 12,58.928,cm,
LWSW4,LEWIS LAKE DIVIDE,44.20860,-110.66630,2393 meters,swe,2007-03-01 06,58.420,cm,
FRLO3,FOURMILE LAKE,42.43930,-122.22880,1829 meters,swe,2007-03-01 06,58.420,cm,
DHLM8,DARKHORSE LAKE,45.17370,-113.58450,2652 meters,swe,2007-03-01 05,58.420,cm,
APHC1,ALPHA,38.80500,-120.21500,2316 meters,swe,2007-02-28 12,58.166,cm,
SHAI1,SHANGHI SUMMIT,46.56610,-115.74190,1393 meters,swe,2007-03-01 06,57.658,cm,
FDCC1,FORESTDALE CREEK,38.68250,-119.95970,2447 meters,swe,2007-03-01 06,57.658,cm,
SCHO3,SCHNEIDER MEADOWS,45.00110,-117.16520,1646 meters,swe,2007-03-01 06,57.150,cm,
MUDO3,MUD RIDGE,45.25370,-121.73660,1158 meters,swe,2007-03-01 06,57.150,cm,
MDCC1,MEDICINE LK (BUR REC) (GOES),41.58330,-121.60000,2050 meters,swe,2007-03-01 06,56.998,cm,
TGLU1,TONY GROVE LAKE,41.89840,-111.62960,2560 meters,swe,2007-03-01 06,56.896,cm,
NFRO3,NORTH FORK,45.55050,-122.00310,951 meters,swe,2007-03-01 06,56.896,cm,
LPSI1,LOLO PASS,46.63450,-114.58070,1597 meters,swe,2007-03-01 06,56.896,cm,
GRCW1,GROUSE CAMP,47.28110,-120.48770,1640 meters,swe,2007-03-01 06,56.642,cm,
MDBC1,MIDDLE BOULDER 3 GOES,41.22500,-122.81170,1890 meters,swe,2007-03-01 05,56.286,cm,
WHPW1,WHITE PASS E.S.,46.64230,-121.38070,1372 meters,swe,2007-03-01 06,56.134,cm,
FCKO3,FISH CREEK,42.71050,-118.62640,2408 meters,swe,2007-03-01 06,55.372,cm,
WRDC1,WARD CREEK #3,39.13560,-120.21760,2057 meters,swe,2007-03-01 06,54.864,cm,
HWCI1,HOWELL CANYON,42.32110,-113.61560,2432 meters,swe,2007-03-01 06,54.864,cm,
STMC1,STOUTS MEADOW GOES,41.16670,-121.93330,1646 meters,swe,2007-03-01 05,54.407,cm,
TOPW4,TWO OCEAN PLATEAU SNOTEL,44.15180,-110.22120,2816 meters,swe,2007-03-01 06,54.102,cm,
BOSQ2,BOSS MOUNTAIN MINE,52.11667,-120.86667,-9999 meters,swe,2007-03-01 06,53.746,cm,
SWSW1,SWAMP CREEK,48.57150,-120.78250,1219 meters,swe,2007-03-01 06,53.594,cm,
HIRO3,HIGH RIDGE,45.69680,-118.10660,1518 meters,swe,2007-03-01 06,53.594,cm,
VNNI1,VIENNA MINE,43.79940,-114.85270,2731 meters,swe,2007-03-01 06,53.340,cm,
HOPO3,HOGG PASS,44.42040,-121.85660,1451 meters,swe,2007-03-01 06,53.340,cm,
CXSC1,CARSON PASS,38.69310,-119.99340,2591 meters,swe,2007-03-01 06,53.340,cm,
BASI1,BANNER SUMMIT,44.30340,-115.23450,2146 meters,swe,2007-03-01 06,53.086,cm,
CHMC1,CHILKOOT MEADOW,37.40810,-119.49000,2179 meters,swe,2007-03-01 05,53.035,cm,
MOSO3,MOSS SPRINGS,45.27170,-117.68750,1783 meters,swe,2007-03-01 06,52.578,cm,
BRMO3,BIG RED MOUNTAIN,42.05260,-122.85490,1905 meters,swe,2007-03-01 06,52.578,cm,
BPAW1,BLEWETT PASS,47.35080,-120.67970,1301 meters,swe,2007-03-01 06,52.578,cm,
OLDW4,OLD BATTLE,41.15400,-106.96940,3024 meters,swe,2007-02-28 08,52.324,cm,
BGMW1,BUNCHGRASS MDW,48.68690,-117.17630,1536 meters,swe,2007-03-01 05,52.324,cm,
BRRI1,BRUNDAGE RESERVOIR,45.04320,-116.13250,1920 meters,swe,2007-03-01 06,52.070,cm,
ATAI1,ATLANTA SUMMIT,43.75690,-115.23910,2310 meters,swe,2007-03-01 06,52.070,cm,
BOGI1,BOGUS BASIN,43.76380,-116.09690,1932 meters,swe,2007-03-01 06,51.816,cm,
SNLW4,SAND LAKE,41.46260,-106.28110,3063 meters,swe,2007-03-01 06,51.562,cm,
QUPW1,QUARTZ PEAK,47.87930,-117.08940,1433 meters,swe,2007-03-01 06,51.562,cm,
BLCC1,BLOODS CREEK,38.45000,-120.03500,2195 meters,swe,2007-03-01 06,51.511,cm,
NFCW4,NORTH FRENCH CREEK,41.33080,-106.37560,3088 meters,swe,2007-03-01 06,51.308,cm,
ZIRC2,ZIRKEL,40.79490,-106.59540,2847 meters,swe,2007-03-01 06,51.054,cm,
DMLC1,DISMAL SWAMP,41.99130,-120.18030,2134 meters,swe,2007-03-01 06,51.054,cm,
WILW4,WILLOW CREEK SNOTEL,42.81510,-110.83520,2576 meters,swe,2007-03-01 06,50.292,cm,
WHEI1,WHITE ELEPHANT,44.53270,-111.41090,2350 meters,swe,2007-03-01 06,50.292,cm,
SCFO3,SALT CREEK FALLS,43.61190,-122.11760,1219 meters,swe,2007-03-01 06,50.292,cm,
PPRW1,POPE RIDGE,47.99110,-120.56620,1079 meters,swe,2007-03-01 06,50.292,cm,
MSCI1,MOSCOW MOUNTAIN,46.80500,-116.85350,1433 meters,swe,2007-03-01 05,50.292,cm,
SBDU1,SNOWBIRD,40.56400,-111.65500,2938 meters,swe,2007-03-01 06,50.038,cm,
MRSN2,MT ROSE SKI AREA,39.31570,-119.89470,2697 meters,swe,2007-03-01 06,50.038,cm,
KRKC1,KETTLE ROCK,40.13310,-120.71690,2225 meters,swe,2007-02-28 12,50.038,cm,
MORQ2,MORRISSEY RIDGE,49.45000,-114.96667,1438 meters,swe,2007-03-01 06,49.962,cm,
TYLC1,TENAYA LK SNOW COURSE,37.83810,-119.44810,2484 meters,swe,2007-02-28 12,49.784,cm,
PICM8,PIKE CREEK,48.30300,-113.32870,1807 meters,swe,2007-03-01 05,49.784,cm,
LKIC2,LAKE IRENE,40.41430,-105.81980,3261 meters,swe,2007-03-01 06,49.784,cm,
JKPI1,JACKSON PEAK,44.05090,-115.44320,2155 meters,swe,2007-03-01 06,49.784,cm,
BLPU1,BEN LOMOND PEAK,41.37600,-111.94410,2438 meters,swe,2007-03-01 06,49.784,cm,
HYSC1,HUYSINK,39.28190,-120.52690,2012 meters,swe,2007-03-01 06,49.378,cm,
MGSW1,MOUNT GARDNER,47.35770,-121.56800,914 meters,swe,2007-03-01 06,49.276,cm,
BCDO3,BILLIE CREEK DIVIDE,42.40720,-122.26620,1615 meters,swe,2007-03-01 06,49.276,cm,
SVPI1,SAVAGE PASS,46.46630,-114.63330,1881 meters,swe,2007-03-01 06,49.022,cm,
CUMC2,CUMBRES TRESTLE,37.01880,-106.45180,3054 meters,swe,2007-03-01 06,49.022,cm,
LOTC2,LOST DOG,40.81590,-106.74840,2845 meters,swe,2007-03-01 06,48.768,cm,
GROQ2,GRANO CREEK,49.55000,-118.68333,1065 meters,swe,2007-03-01 04,48.768,cm,
RCPC2,RIPPLE CREEK,40.10810,-107.29410,3152 meters,swe,2007-02-28 08,48.514,cm,
EVNW4,EVENING STAR SNOTEL,44.65260,-109.78420,2804 meters,swe,2007-03-01 05,48.514,cm,
GRZC1,GRIZZLY RIDGE,39.91690,-120.64500,2103 meters,swe,2007-02-28 12,48.260,cm,
SNWC1,SNOW MOUNTAIN,40.77810,-121.78190,1814 meters,swe,2007-03-01 06,48.158,cm,
USJC2,UPPER SAN JUAN,37.48580,-106.83530,3088 meters,swe,2007-02-28 08,48.006,cm,
SLTC1,SLATE CREEK,41.04610,-122.48110,1737 meters,swe,2007-03-01 06,47.854,cm,
HIGC1,HIGHLANDS LAKES GOES,41.09170,-122.49170,1801 meters,swe,2007-02-28 12,47.752,cm,
MYMQ2,MOYIE MOUNTAIN,49.25222,-115.76722,1887 meters,swe,2007-03-01 04,47.244,cm,
RESC2,RABBIT EARS,40.36780,-106.74040,2865 meters,swe,2007-03-01 06,46.736,cm,
GRPO3,GREENPOINT,45.62230,-121.70430,975 meters,swe,2007-03-01 06,46.482,cm,
BSDI1,BEAR SADDLE,44.60550,-116.98010,1884 meters,swe,2007-03-01 06,46.482,cm,
BBSW4,BLIND BULL SUMMIT SNOTEL,42.96400,-110.60970,2713 meters,swe,2007-03-01 06,46.228,cm,
UBCC1,UPPER BURNT CORRAL MEADOW,37.18330,-118.93330,2979 meters,swe,2007-03-01 06,46.050,cm,
WRMM8,WARM SPRINGS,46.27370,-113.16400,2377 meters,swe,2007-03-01 05,45.974,cm,
BUSW1,BURNT MOUNTAIN,47.04440,-121.94030,1268 meters,swe,2007-03-01 06,45.974,cm,
BLSC2,BISON LAKE,39.76490,-107.35680,3316 meters,swe,2007-03-01 06,45.974,cm,
WPKW4,WHISKEY PARK,41.00290,-106.90850,2728 meters,swe,2007-02-28 08,45.720,cm,
ESDN6,E. SIDNEY DAM,42.33330,-75.23330,352 meters,swe,2007-02-28 12,45.720,cm,
CRRM8,CARROT BASIN,44.96190,-111.29400,2743 meters,swe,2007-03-01 05,45.212,cm,
OSTC1,OSTRANDER LAKE,37.63610,-119.55110,2519 meters,swe,2007-03-01 06,44.958,cm,
WBRI1,WEST BRANCH,45.07220,-116.45410,1695 meters,swe,2007-03-01 06,44.704,cm,
SKAM8,SKALKAHO SUMMIT,46.24210,-113.77250,2210 meters,swe,2007-03-01 05,44.704,cm,
LITW4,LITTLE SNAKE RIVER,41.07050,-106.94280,2717 meters,swe,2007-03-01 06,44.704,cm,
CHCU1,CHALK CREEK #1,40.85460,-111.04780,2774 meters,swe,2007-03-01 06,44.704,cm,
BLKC2,BEAR LAKE,40.31120,-105.64480,2896 meters,swe,2007-03-01 06,44.704,cm,
LOPU1,LOOKOUT PEAK,40.83730,-111.70920,2499 meters,swe,2007-03-01 06,44.450,cm,
HLMO3,HOLLAND MEADOWS,43.66920,-122.56890,1496 meters,swe,2007-03-01 06,44.450,cm,
RMPC2,RED MOUNTAIN PASS,37.89180,-107.71340,3399 meters,swe,2007-03-01 06,44.196,cm,
MCRU1,MONTE CRISTO,41.46580,-111.49670,2731 meters,swe,2007-03-01 06,44.196,cm,
BKLC1,BUCKS LAKE,39.85000,-121.24190,1753 meters,swe,2007-02-28 12,44.196,cm,
AGPC1,AGNEW PASS (GOES),37.72670,-119.14190,2852 meters,swe,2007-02-28 12,44.196,cm,
EBTC1,EBBETTS PASS,38.54960,-119.80470,2652 meters,swe,2007-03-01 06,43.942,cm,
PCRU1,PARRISH CREEK,40.93420,-111.81370,2359 meters,swe,2007-03-01 06,43.688,cm,
INCW4,INDIAN CREEK,42.30020,-110.67750,2873 meters,swe,2007-03-01 06,43.688,cm,
BLWW4,BLACKWATER SNOTEL,44.37670,-109.79330,2981 meters,swe,2007-03-01 05,43.688,cm,
BLSC1,BLACK SPRINGS,38.37500,-120.19190,1981 meters,swe,2007-03-01 06,43.586,cm,
SDMM8,SADDLE MTN.,45.69260,-113.96820,2408 meters,swe,2007-03-01 05,43.434,cm,
LOHW1,LOST HORSE,46.35730,-121.08120,1524 meters,swe,2007-03-01 06,43.434,cm,
JWRC2,JOE WRIGHT,40.53210,-105.88700,3085 meters,swe,2007-03-01 06,43.434,cm,
MTKM8,MOUNT LOCKHART,47.91730,-112.82380,1951 meters,swe,2007-03-01 05,43.180,cm,
CUMW1,COUGAR MOUNTAIN,47.27670,-121.67140,975 meters,swe,2007-03-01 06,43.180,cm,
MITC1,MITCHELL MEADOWS,36.73690,-118.70000,3018 meters,swe,2007-02-28 12,42.926,cm,
COLC2,COLUMBINE,40.39480,-106.60410,2792 meters,swe,2007-03-01 06,42.926,cm,
CINW4,CINNABAR PARK,41.23840,-106.23100,2954 meters,swe,2007-02-28 08,42.926,cm,
BARQ2,BARNES CRK,50.06667,-118.35278,-9999 meters,swe,2007-03-01 06,42.723,cm,
FBNI1,FRANKLIN BASIN,42.05070,-111.60200,2490 meters,swe,2007-03-01 06,42.672,cm,
MLKI1,MILL CREEK SUMMIT,44.47210,-114.48990,2682 meters,swe,2007-03-01 06,42.418,cm,
DRLC2,DRY LAKE,40.53400,-106.78130,2560 meters,swe,2007-03-01 06,42.418,cm,
CHFC1,CHILAO FIRE STN#3320 ANGELES NATL FOREST,34.32170,-118.01670,1600 meters,swe,2007-02-28 12,42.418,cm,
TMRC1,TAMARACK SUMMIT,37.16360,-119.20080,2332 meters,swe,2007-02-28 12,42.164,cm,
SSSO3,SUN PASS,42.78639,-121.97722,1707 meters,swe,2007-03-01 06,42.164,cm,
CBTC1,CRABTREE MEADOW,36.56330,-118.34500,3261 meters,swe,2007-03-01 06,42.062,cm,
SPSC2,SPUD MOUNTAIN,37.69870,-107.77710,3249 meters,swe,2007-02-28 08,41.910,cm,
WHTM8,WHITE MILL,45.04580,-109.90990,2652 meters,swe,2007-03-01 05,41.656,cm,
SQFI1,SQUAW FLAT,44.77080,-116.24860,1902 meters,swe,2007-03-01 06,41.402,cm,
EMSI1,EMIGRANT SUMMIT,42.36060,-111.56090,2252 meters,swe,2007-03-01 06,41.402,cm,
TMKC1,TAMARACK CK SNOW COURSE,37.17810,-119.20500,2210 meters,swe,2007-02-28 20,41.148,cm,
SHFM8,SHOWER FALLS,45.40130,-110.95760,2469 meters,swe,2007-03-01 05,41.148,cm,
PHBW4,PHILLIPS BENCH,43.51950,-110.91100,2499 meters,swe,2007-03-01 06,41.148,cm,
GRMC1,GREEN MTN,37.55500,-119.23810,2408 meters,swe,2007-03-01 05,41.148,cm,
TCMO3,THREE CREEKS MEADOW,44.14430,-121.64110,1722 meters,swe,2007-03-01 06,40.894,cm,
SNSI1,SUNSET,47.55550,-115.82420,1689 meters,swe,2007-03-01 06,40.894,cm,
