! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id,Name,Latitude,Longitude,Elevation,Physical_Element,DateTime_Report(UTC),Amount,Units,
RDMC1,RED MTN SNOW COURSE,39.34310,-120.50810,2206 meters,swe,2008-02-29 20,113.284,cm,
FRTC1,FOUR TREES,39.81310,-121.32110,1585 meters,swe,2008-02-29 12,113.284,cm,
MTRQ2,MT. REVELSTOKE,51.03611,-118.14444,-9999 meters,swe,2008-03-01 06,112.852,cm,
SBDU1,SNOWBIRD,40.56400,-111.65500,2942 meters,swe,2008-03-01 06,111.252,cm,
TAHQ2,TAHTSA LK,53.71666,-127.63333,-9999 meters,swe,2008-03-01 06,110.871,cm,
WCSC2,WOLF CREEK SUMMIT,37.47920,-106.80170,3363 meters,swe,2008-03-01 02,110.744,cm,
MIRW1,MINERS RIDGE,48.20180,-120.95620,1852 meters,swe,2008-03-01 06,110.490,cm,
USJC2,UPPER SAN JUAN,37.48580,-106.83530,3097 meters,swe,2008-02-29 08,109.982,cm,
HOOM8,HOODOO BASIN,46.97500,-115.03490,1852 meters,swe,2008-03-01 05,109.220,cm,
HIGC1,HIGHLANDS LAKES GOES,41.09170,-122.49170,1805 meters,swe,2008-02-29 20,109.220,cm,
FTMM8,FLATTOP MTN.,48.80240,-113.85720,1915 meters,swe,2008-03-01 05,108.204,cm,
FNCC1,20K08 - FURNACE FLAT,39.35000,-120.50000,2188 meters,swe,2008-02-29 20,107.188,cm,
TWLM8,TWIN LAKES,46.14260,-114.50540,1955 meters,swe,2008-03-01 05,105.664,cm,
SOSC2,SCHOFIELD PASS,39.01520,-107.04880,3266 meters,swe,2008-03-01 06,105.410,cm,
TKSW1,TINKHAM CREEK,47.33220,-121.46950,917 meters,swe,2008-03-01 06,104.902,cm,
WLLQ2,WAHLEACH LK,49.23333,-121.56666,283 meters,swe,2008-03-01 06,104.369,cm,
MULC1,MUD LAKE,38.61500,-120.14000,2447 meters,swe,2008-02-29 12,104.140,cm,
DBAC1,DIAMOND BAR #3328,34.00170,-117.81330,281 meters,swe,2008-02-29 20,104.140,cm,
RCWC1,ROBINSON COW CAMP SNOW COURSE,39.62310,-120.67810,2022 meters,swe,2008-03-01 06,104.013,cm,
DDSI1,DEADWOOD SUMMIT,44.54480,-115.56300,2091 meters,swe,2008-03-01 06,103.886,cm,
MOLQ2,MOLSON CRK,52.22222,-118.23888,-9999 meters,swe,2008-03-01 06,103.683,cm,
MUDO3,MUD RIDGE,45.25370,-121.73660,1250 meters,swe,2008-03-01 06,103.378,cm,
LLKA2,LONG LAKE,58.18600,-133.83220,-9999 meters,swe,2008-02-29 10,103.378,cm,
CSCC1,20K28 - CASTLE CREEK,39.35000,-120.35000,2305 meters,swe,2008-02-29 20,102.870,cm,
SCWI1,SCHWEITZER SADDLE,48.37440,-116.63850,1857 meters,swe,2008-03-01 06,101.600,cm,
GTHW4,GRAND TARGHEE SNOTEL,43.77930,-110.92780,2825 meters,swe,2008-03-01 06,100.838,cm,
ECOC1,ECHO PEAK,38.84900,-120.07850,2332 meters,swe,2008-03-01 06,100.330,cm,
VNVC1,VAN VLECKV_REMARKS=,38.94500,-120.30500,2058 meters,swe,2008-02-29 12,99.822,cm,
CUMC2,CUMBRES TRESTLE,37.01880,-106.45180,3054 meters,swe,2008-02-29 08,99.822,cm,
DALO3,DALY LAKE,44.52200,-122.08730,1110 meters,swe,2008-03-01 06,99.568,cm,
CSTO3,CASCADE SUMMIT,43.59050,-122.06010,1558 meters,swe,2008-03-01 06,99.568,cm,
TUGA2,TURNAGAIN PASS,60.78040,-149.18330,-9999 meters,swe,2008-03-01 06,99.060,cm,
ELBI1,ELK BUTTE,46.84000,-116.12230,1731 meters,swe,2008-03-01 05,99.060,cm,
SVNW1,STEVENS PASS,47.74650,-121.09250,1217 meters,swe,2008-03-01 06,98.806,cm,
SMLO3,SUMMIT LAKE,43.44910,-122.13830,1720 meters,swe,2008-03-01 06,98.806,cm,
BVPW1,BEAVER PASS,48.87930,-121.25570,1113 meters,swe,2008-03-01 06,98.806,cm,
BLBM8,BLACK BEAR,44.50830,-111.12800,2492 meters,swe,2008-03-01 05,98.044,cm,
BLPU1,BEN LOMOND PEAK,41.37600,-111.94410,2350 meters,swe,2008-03-01 06,97.790,cm,
SNWC1,SNOW MOUNTAIN,40.77810,-121.78190,1819 meters,swe,2008-02-29 12,97.536,cm,
WBMC1,WABENA MEADOWS SNOW COURSEV_REMARKS=,39.22690,-120.40190,1931 meters,swe,2008-02-29 20,97.028,cm,
BEDO3,IRISH TAYLOR,43.80350,-121.94850,1690 meters,swe,2008-03-01 06,96.774,cm,
PMNM8,POORMAN CREEK,48.12670,-115.62330,1547 meters,swe,2008-03-01 04,96.520,cm,
PLPC1,PILOT PEAK,39.78610,-120.87500,2090 meters,swe,2008-02-29 12,96.520,cm,
MICC1,MIRANDA CABIN SNOW COURSE,39.12000,-120.36190,1911 meters,swe,2008-02-29 20,96.520,cm,
PTHW1,POTATO HILL,46.34920,-121.51430,1371 meters,swe,2008-03-01 06,95.504,cm,
CSSC1,CSS LAB,39.32570,-120.36810,2103 meters,swe,2008-03-01 06,95.504,cm,
POSC1,POISON RIDGE,37.40310,-119.52000,2133 meters,swe,2008-02-29 12,92.710,cm,
GNLC1,GIANELLI,38.20500,-119.89190,2568 meters,swe,2008-02-29 12,92.456,cm,
SASW1,SASSE RIDGE,47.38490,-121.06330,1328 meters,swe,2008-03-01 06,91.948,cm,
HOPO3,HOGG PASS,44.42040,-121.85660,1466 meters,swe,2008-03-01 06,91.948,cm,
TOHW1,TOUCHET,46.11870,-117.85050,1688 meters,swe,2008-03-01 06,91.440,cm,
BLUC1,BLUE CANYON ALERT,39.27610,-120.70810,1613 meters,swe,2008-02-29 12,91.440,cm,
FSHM8,FISHER CREEK,45.06230,-109.94490,2784 meters,swe,2008-03-01 05,90.424,cm,
ANSO3,ANNIE SPRINGS,42.87010,-122.16520,1838 meters,swe,2008-03-01 06,90.424,cm,
HRPW1,HARTS PASS,48.72040,-120.65850,1982 meters,swe,2008-03-01 06,90.170,cm,
RELC1,LOWER RELIEF VALLEY,38.24330,-119.75830,2483 meters,swe,2008-02-29 12,89.916,cm,
WRDC1,WARD CREEK #3,39.13560,-120.21760,2069 meters,swe,2008-03-01 06,89.408,cm,
FISW1,FISH LAKE,47.53570,-121.08550,1063 meters,swe,2008-03-01 06,89.408,cm,
HMGC1,HUMBUG,40.11500,-121.36810,2002 meters,swe,2008-02-29 12,88.392,cm,
MDBC1,MIDDLE BOULDER 3 GOES,41.22500,-122.81170,1859 meters,swe,2008-02-29 12,88.138,cm,
CIGC1,CISCO SNOW COURSE,39.30310,-120.54310,1806 meters,swe,2008-02-29 20,88.138,cm,
SLKQ2,ST. LEON,50.43472,-117.70000,-9999 meters,swe,2008-03-01 06,87.681,cm,
SCFO3,SALT CREEK FALLS,43.61190,-122.11760,1303 meters,swe,2008-03-01 06,87.376,cm,
SVMO3,SEVENMILE MARSH,42.69830,-122.14170,1746 meters,swe,2008-03-01 06,87.122,cm,
CUMW1,COUGAR MOUNTAIN,47.27670,-121.67140,998 meters,swe,2008-03-01 06,86.868,cm,
ILKC1,INDEPENDENCE LAKE,39.42750,-120.31340,2549 meters,swe,2008-03-01 06,86.614,cm,
UMCQ2,UPPER MOSLEY CREEK,51.77777,-124.62083,-9999 meters,swe,2008-03-01 06,86.563,cm,
STAM8,STAHL PEAK,48.90900,-114.86300,1854 meters,swe,2008-03-01 05,86.360,cm,
WCSW1,WELLS CREEK,48.86610,-121.78980,1231 meters,swe,2008-03-01 06,86.106,cm,
EACQ2,EAST CREEK,50.63333,-116.93333,-9999 meters,swe,2008-03-01 06,85.496,cm,
TIOC1,TIOGA PASS-DANA MEADOWS,37.89310,-119.25690,2959 meters,swe,2008-02-29 12,85.344,cm,
APHC1,ALPHA,38.80500,-120.21500,2322 meters,swe,2008-02-29 12,85.344,cm,
TMRC1,TAMARACK SUMMIT,37.16360,-119.20080,2332 meters,swe,2008-02-29 12,85.090,cm,
CSCO3,COLD SPRINGS CAMP,42.53310,-122.17680,1824 meters,swe,2008-03-01 06,85.090,cm,
NFJM8,NORTH FORK JOCKO,47.27260,-113.75620,1864 meters,swe,2008-03-01 05,84.328,cm,
HLMO3,HOLLAND MEADOWS,43.66920,-122.56890,1496 meters,swe,2008-03-01 06,84.328,cm,
SCEC1,SCHNEIDER,38.74690,-120.06810,2671 meters,swe,2008-02-29 12,82.804,cm,
BUSW1,BURNT MOUNTAIN,47.04440,-121.94030,1268 meters,swe,2008-03-01 06,82.804,cm,
TRMI1,TRINITY MTN.,43.62900,-115.43820,2382 meters,swe,2008-03-01 06,82.550,cm,
HYSC1,HUYSINK,39.28190,-120.52690,2089 meters,swe,2008-02-29 12,82.550,cm,
BADM8,BADGER PASS,48.13090,-113.02320,2092 meters,swe,2008-03-01 05,82.550,cm,
PTFC1,PETERSON FLAT (GOES),41.30000,-122.51670,2072 meters,swe,2008-02-29 12,82.296,cm,
COPW1,CORRAL PASS,47.01850,-121.46500,1772 meters,swe,2008-03-01 06,82.296,cm,
THBW1,THUNDER BASIN,48.52780,-120.98980,1307 meters,swe,2008-03-01 06,81.788,cm,
GRMC1,GREEN MTN,37.55500,-119.23810,2409 meters,swe,2008-02-29 12,81.788,cm,
CMBC2,COLUMBUS BASIN,37.44150,-108.02440,3300 meters,swe,2008-03-01 06,81.534,cm,
PVRO3,PEAVINE RIDGE,45.04150,-121.93250,1057 meters,swe,2008-03-01 06,81.280,cm,
RAIW1,RAINY PASS,48.51870,-120.73580,1505 meters,swe,2008-03-01 06,81.026,cm,
BLSC1,BLACK SPRINGS,38.37500,-120.19190,1975 meters,swe,2008-02-29 12,80.264,cm,
SCSI1,SECESH SUMMIT,45.18850,-115.97310,1977 meters,swe,2008-03-01 06,80.010,cm,
SAJO3,SANTIAM JCT.,44.43500,-121.94500,1147 meters,swe,2008-03-01 06,80.010,cm,
MRSN2,MT ROSE SKI AREA,39.31570,-119.89470,2688 meters,swe,2008-03-01 06,80.010,cm,
LPSI1,LOLO PASS,46.63450,-114.58070,1621 meters,swe,2008-03-01 06,80.010,cm,
GRPO3,GREENPOINT,45.62230,-121.70430,1021 meters,swe,2008-03-01 06,80.010,cm,
SRVC1,SANTA ANA R AT 5TH ST,33.74890,-117.90830,34 meters,swe,2008-02-29 20,79.756,cm,
PSCC1,PASCOES,35.96690,-118.35000,2942 meters,swe,2008-03-01 06,79.248,cm,
MTCW1,MOUNT CRAG,47.76410,-123.02600,1203 meters,swe,2008-03-01 06,79.248,cm,
TGLU1,TONY GROVE LAKE,41.89840,-111.62960,2579 meters,swe,2008-03-01 06,78.740,cm,
BMPW1,BUMPING RIDGE,46.81000,-121.33060,1428 meters,swe,2008-03-01 06,78.740,cm,
NOIM8,NOISY BASIN,48.15670,-113.94620,1859 meters,swe,2008-03-01 04,78.486,cm,
JOJO3,JUMP OFF JOE,44.38610,-122.16680,1072 meters,swe,2008-03-01 06,78.486,cm,
LKTI1,LOOKOUT,47.45790,-115.70580,1571 meters,swe,2008-03-01 06,78.232,cm,
MGSW1,MOUNT GARDNER,47.35770,-121.56800,877 meters,swe,2008-03-01 06,77.978,cm,
GINC1,GIN FLAT,37.77000,-119.77000,2173 meters,swe,2008-03-01 06,77.749,cm,
YNKQ2,YANKS PEAK EAST,52.83333,-121.35000,-9999 meters,swe,2008-03-01 06,77.318,cm,
FDCC1,FORESTDALE CREEK,38.68250,-119.95970,2454 meters,swe,2008-03-01 06,77.216,cm,
GRNQ2,GREEN MOUNTAIN,50.79416,-122.92527,-9999 meters,swe,2008-03-01 06,77.114,cm,
XSCA3,SNOWSLIDE CANYON,35.34160,-111.65060,2983 meters,swe,2008-03-01 06,76.962,cm,
HIRO3,HIGH RIDGE,45.69680,-118.10660,1501 meters,swe,2008-03-01 06,76.708,cm,
CRLC1,CHARLOTTE LAKE,36.79690,-118.42190,3642 meters,swe,2008-02-29 12,76.708,cm,
SCMC1,SCOTT MOUNTAIN,41.27500,-122.72000,1773 meters,swe,2008-02-29 12,76.454,cm,
BLCC1,BLOODS CREEK,38.45000,-120.03500,2198 meters,swe,2008-02-29 12,76.454,cm,
OSTC1,OSTRANDER LAKE,37.63610,-119.55110,2536 meters,swe,2008-02-29 12,76.200,cm,
DHLM8,DARKHORSE LAKE,45.17370,-113.58450,2726 meters,swe,2008-03-01 05,76.200,cm,
BKSI1,BIG CREEK SUMMIT,44.62640,-115.79370,2005 meters,swe,2008-03-01 06,75.946,cm,
BRMO3,BIG RED MOUNTAIN,42.05260,-122.85490,1865 meters,swe,2008-03-01 06,75.692,cm,
SHAI1,SHANGHI SUMMIT,46.56610,-115.74190,1405 meters,swe,2008-03-01 06,75.438,cm,
BRRI1,BRUNDAGE RESERVOIR,45.04320,-116.13250,1925 meters,swe,2008-03-01 06,75.438,cm,
MCKI1,MICA CREEK,47.15080,-116.26690,1389 meters,swe,2008-03-01 06,74.930,cm,
BLKQ2,BLACKWALL PEAK,49.09500,-120.76805,1939 meters,swe,2008-03-01 06,74.676,cm,
FRLO3,FOURMILE LAKE,42.43930,-122.22880,1829 meters,swe,2008-03-01 06,74.422,cm,
TOPW4,TWO OCEAN PLATEAU SNOTEL,44.15180,-110.22120,2829 meters,swe,2008-03-01 06,74.168,cm,
KSPC1,KAISER POINT,37.29830,-119.10330,2803 meters,swe,2008-02-29 12,74.168,cm,
VNNI1,VIENNA MINE,43.79940,-114.85270,2727 meters,swe,2008-03-01 06,73.914,cm,
TYLC1,TENAYA LK SNOW COURSE,37.83810,-119.44810,2500 meters,swe,2008-02-29 12,73.914,cm,
FMNU1,FARMINGTON,40.97480,-111.80930,2415 meters,swe,2008-03-01 06,73.914,cm,
PRVC2,PARK RESERVOIR,39.04640,-107.87410,3033 meters,swe,2008-03-01 06,73.406,cm,
UBCC1,UPPER BURNT CORRAL MEADOW,37.18330,-118.93330,2968 meters,swe,2008-02-29 12,73.152,cm,
BCDO3,BILLIE CREEK DIVIDE,42.40720,-122.26620,1616 meters,swe,2008-03-01 06,72.898,cm,
HDLI1,HIDDEN LAKE,48.89370,-116.75750,1525 meters,swe,2008-03-01 06,72.644,cm,
DMNC1,DIAMOND CROSSING SNOW COURSE,39.11190,-120.28310,1873 meters,swe,2008-02-29 20,72.644,cm,
RBVC1,ROBBS VLY SNOW COURSE,38.92190,-120.38000,1725 meters,swe,2008-02-29 20,72.136,cm,
MRFO3,MARION FORKS,44.59370,-121.97380,823 meters,swe,2008-03-01 06,72.136,cm,
EBTC1,EBBETTS PASS,38.54960,-119.80470,2643 meters,swe,2008-03-01 06,71.628,cm,
ZIRC2,ZIRKEL,40.79490,-106.59540,2855 meters,swe,2008-03-01 06,71.374,cm,
OLDW4,OLD BATTLE,41.15400,-106.96940,3021 meters,swe,2008-03-01 06,71.120,cm,
TACC1,TALBOT CAMP SNOW COURSE,39.19310,-120.37690,1766 meters,swe,2008-02-29 20,70.866,cm,
STTM8,STUART MOUNTAIN,46.99510,-113.92660,2215 meters,swe,2008-03-01 05,70.866,cm,
SQWC1,SQUAW VALLEY G.C.,39.19000,-120.26480,2427 meters,swe,2008-03-01 06,70.866,cm,
RMPC2,RED MOUNTAIN PASS,37.89180,-107.71340,3381 meters,swe,2008-03-01 06,70.866,cm,
TEM21,MICHIGAN CREEK,39.43000,-105.92000,3457 meters,swe,2008-03-01 06,70.612,cm,
AGPC1,AGNEW PASS (GOES),37.72670,-119.14190,2858 meters,swe,2008-02-29 12,70.612,cm,
YESA2,MT ALYESKA,60.95980,-149.08600,-9999 meters,swe,2008-02-29 08,70.358,cm,
BPUC1,BIGHORN PLATEAU SNOW COURSE,36.61500,-118.37690,3452 meters,swe,2008-02-29 20,70.358,cm,
MSCI1,MOSCOW MOUNTAIN,46.80500,-116.85350,1432 meters,swe,2008-03-01 06,70.104,cm,
PKMQ2,PARK MOUNTAIN,50.44722,-118.61527,-9999 meters,swe,2008-03-01 06,69.977,cm,
WBRI1,WEST BRANCH,45.07220,-116.45410,1715 meters,swe,2008-03-01 06,69.596,cm,
SVPI1,SAVAGE PASS,46.46630,-114.63330,1891 meters,swe,2008-03-01 06,69.596,cm,
BLSC2,BISON LAKE,39.76490,-107.35680,3339 meters,swe,2008-03-01 06,69.596,cm,
BFLC1,BIG FLAT GOES,41.06670,-122.93330,1538 meters,swe,2008-02-29 12,69.596,cm,
MSPM8,MOSS PEAK,47.68490,-113.96230,2061 meters,swe,2008-03-01 04,69.342,cm,
BGCO3,BIGELOW CAMP,42.07880,-123.34390,1576 meters,swe,2008-03-01 06,69.342,cm,
LUBM8,LUBRECHT FLUME,46.88310,-113.32230,1441 meters,swe,2008-02-29 20,68.834,cm,
GVYC1,GRAVEYARD MEADOW,37.46500,-119.29000,2094 meters,swe,2008-02-29 12,68.834,cm,
WPKW4,WHISKEY PARK,41.00290,-106.90850,2742 meters,swe,2008-03-01 06,68.580,cm,
BRIU1,BRIGHTON,40.59920,-111.58270,2678 meters,swe,2008-03-01 06,68.580,cm,
RTLC1,RATTLE SNAKE,40.12500,-121.04310,1855 meters,swe,2008-02-29 12,68.326,cm,
CXSC1,CARSON PASS,38.69310,-119.99340,2598 meters,swe,2008-03-01 06,68.326,cm,
BLTU1,BEN LOMOND TRAIL,41.38290,-111.92110,1838 meters,swe,2008-03-01 06,68.326,cm,
BRTC2,BEARTOWN,37.71410,-107.51210,3535 meters,swe,2008-03-01 06,68.072,cm,
THCU1,THAYNES CANYON,40.62360,-111.53320,2824 meters,swe,2008-03-01 06,67.818,cm,
ATAI1,ATLANTA SUMMIT,43.75690,-115.23910,2308 meters,swe,2008-03-01 06,67.818,cm,
VKOC1,VOLCANIC KNOB GOES,37.38830,-118.90330,3093 meters,swe,2008-02-29 12,67.564,cm,
MHHC1,MOUNT HOUGH,40.04190,-120.87810,2038 meters,swe,2008-02-29 20,67.564,cm,
SKZC2,SHARKSTOOTH,37.50360,-108.11370,3285 meters,swe,2008-03-01 06,67.310,cm,
RBSC1,ROBBS SADDLE,38.91190,-120.37810,1818 meters,swe,2008-02-29 12,67.056,cm,
GRSW4,GRASSY LAKE,44.12610,-110.83440,2239 meters,swe,2008-03-01 06,67.056,cm,
CVMC1,CASA VIEJA MEADOWS,36.20000,-118.26670,2547 meters,swe,2008-02-29 12,67.056,cm,
LWSW4,LEWIS LAKE DIVIDE,44.20860,-110.66630,2402 meters,swe,2008-03-01 06,66.548,cm,
CRRM8,CARROT BASIN,44.96190,-111.29400,2803 meters,swe,2008-03-01 05,66.548,cm,
SCYC2,SOUTH COLONY,37.96810,-105.53790,3348 meters,swe,2008-02-29 08,66.294,cm,
KIBC1,LOWER KIBBIE,38.03310,-119.87810,2034 meters,swe,2008-02-29 12,66.294,cm,
GRVA2,GRANDVIEW,60.60830,-149.06310,-9999 meters,swe,2008-02-29 08,66.040,cm,
WILW4,WILLOW CREEK SNOTEL,42.81510,-110.83520,2471 meters,swe,2008-03-01 06,65.786,cm,
QUPW1,QUARTZ PEAK,47.87930,-117.08940,1435 meters,swe,2008-03-01 06,65.786,cm,
PHBW4,PHILLIPS BENCH,43.51950,-110.91100,2464 meters,swe,2008-03-01 06,65.532,cm,
WHPW1,WHITE PASS E.S.,46.64230,-121.38070,1362 meters,swe,2008-03-01 06,65.278,cm,
MDVU1,MIDWAY VALLEY,37.56920,-112.83780,3012 meters,swe,2008-03-01 06,65.024,cm,
SILC1,SILVER LAKE (GOES),38.67810,-120.11810,2195 meters,swe,2008-02-29 12,64.770,cm,
MLSC2,MOLAS LAKE,37.74930,-107.68870,3251 meters,swe,2008-02-29 08,64.770,cm,
BLAC1,BLUE LAKES,38.60780,-119.92440,2474 meters,swe,2008-03-01 06,64.770,cm,
NFCW4,NORTH FRENCH CREEK,41.33080,-106.37560,3093 meters,swe,2008-03-01 06,64.516,cm,
EYKA2,MT EYAK,60.56440,-145.71330,-9999 meters,swe,2008-03-01 04,64.516,cm,
KLBU1,KOLOB,37.53000,-113.05000,2805 meters,swe,2008-03-01 06,64.008,cm,
SDMM8,SADDLE MTN.,45.69260,-113.96820,2407 meters,swe,2008-03-01 05,63.754,cm,
LOPU1,LOOKOUT PEAK,40.83730,-111.70920,2490 meters,swe,2008-03-01 06,63.754,cm,
CPSC1,"20L11 - CAPLES LAKES, CA (NEAR CPLC1)",38.71670,-120.05000,2476 meters,swe,2008-02-29 12,63.754,cm,
SDWC1,SUMMIT MEADOW,38.39750,-119.53520,2853 meters,swe,2008-03-01 06,63.500,cm,
RESC2,RABBIT EARS,40.36780,-106.74040,2882 meters,swe,2008-03-01 06,63.500,cm,
GRLW1,GREEN LAKE,46.54740,-121.17090,1803 meters,swe,2008-03-01 06,63.500,cm,
EVNW4,EVENING STAR SNOTEL,44.65260,-109.78420,2764 meters,swe,2008-03-01 05,62.992,cm,
MPLM8,MADISON PLATEAU,44.58620,-111.11630,2359 meters,swe,2008-03-01 05,62.738,cm,
LPDC2,LILY POND,37.37930,-106.54840,3374 meters,swe,2008-03-01 06,62.738,cm,
MNCC2,MANCOS,37.43090,-108.16950,3076 meters,swe,2008-03-01 06,62.484,cm,
KRKC1,KETTLE ROCK,40.13310,-120.71690,2140 meters,swe,2008-02-29 12,62.230,cm,
RUBC1,RUBICON #2,38.99920,-120.13030,2302 meters,swe,2008-03-01 06,61.976,cm,
PICM8,PIKE CREEK,48.30300,-113.32870,1806 meters,swe,2008-02-29 08,61.976,cm,
NLSC2,NORTH LOST TRAIL,39.07810,-107.14390,2814 meters,swe,2008-03-01 06,61.976,cm,
